tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2024-339,Brisbane,Hard,32,250,O,20240101,11,P09Z,,,Alexei Popyrin,R,196.0,AUS,24.408,40.0,1084.0,O483,,,Christopher O'Connell,R,183.0,AUS,29.58,68.0,780.0,6-4 6-7(5) 7-6(4),3,R32,185.0,12.0,2.0,107.0,68.0,55.0,23.0,17.0,4.0,5.0,21.0,0.0,127.0,78.0,56.0,26.0,17.0,7.0,9.0
2024-339,Brisbane,Hard,32,250,O,20240101,12,SX50,,,Roman Safiullin,R,185.0,RUS,26.401,39.0,1122.0,S0S1,3.0,,Ben Shelton,L,193.0,USA,21.229,17.0,2145.0,6-3 6-7(5) 6-3,3,R32,157.0,8.0,6.0,95.0,50.0,44.0,28.0,16.0,5.0,5.0,12.0,6.0,103.0,69.0,53.0,16.0,14.0,9.0,11.0
2024-339,Brisbane,Hard,32,250,O,20240101,13,H997,,,Yannick Hanfmann,R,193.0,GER,32.134,51.0,914.0,K0AH,5.0,,Sebastian Korda,R,196.0,USA,23.491,24.0,1530.0,7-5 6-4,3,R32,96.0,4.0,0.0,65.0,50.0,35.0,9.0,11.0,3.0,4.0,12.0,3.0,72.0,40.0,29.0,14.0,11.0,3.0,6.0
2024-339,Brisbane,Hard,32,250,O,20240101,14,D994,,Q,James Duckworth,R,183.0,AUS,31.945,116.0,573.0,W09G,,,J.J. Wolf,R,183.0,USA,25.029,53.0,910.0,6-3 6-4,3,R32,63.0,7.0,0.0,52.0,36.0,31.0,11.0,10.0,1.0,1.0,7.0,1.0,44.0,32.0,27.0,4.0,9.0,2.0,4.0
2024-339,Brisbane,Hard,32,250,O,20240101,15,S0H2,,,Alexander Shevchenko,R,188.0,KAZ,23.088,48.0,947.0,V0DZ,,,Luca Van Assche,R,178.0,FRA,19.641,90.0,687.0,6-3 6-2,3,R32,75.0,6.0,0.0,52.0,35.0,26.0,13.0,9.0,2.0,2.0,3.0,1.0,59.0,37.0,21.0,11.0,8.0,4.0,7.0
2024-339,Brisbane,Hard,32,250,O,20240101,16,R0DG,1.0,,Holger Rune,R,188.0,DEN,20.676,8.0,3660.0,PH71,,,Max Purcell,R,185.0,AUS,25.747,45.0,1012.0,4-6 6-4 6-2,3,R32,100.0,12.0,0.0,72.0,58.0,43.0,8.0,14.0,3.0,5.0,6.0,3.0,74.0,48.0,35.0,13.0,14.0,2.0,6.0
2024-339,Brisbane,Hard,32,250,O,20240101,17,D875,2.0,,Grigor Dimitrov,R,191.0,BUL,32.63,14.0,2570.0,AE14,,,Daniel Altmaier,R,188.0,GER,25.303,56.0,891.0,6-1 6-2,3,R16,67.0,6.0,1.0,41.0,26.0,24.0,10.0,8.0,3.0,3.0,3.0,3.0,49.0,28.0,17.0,6.0,7.0,2.0,6.0
2024-339,Brisbane,Hard,32,250,O,20240101,18,H0BH,,WC,Rinky Hijikata,R,178.0,AUS,22.853,71.0,744.0,M0FH,,Q,Tomas Machac,R,183.0,CZE,23.217,78.0,722.0,5-7 6-2 7-6(4),3,R16,148.0,11.0,4.0,104.0,64.0,44.0,23.0,16.0,10.0,13.0,6.0,2.0,89.0,61.0,45.0,12.0,16.0,1.0,5.0
2024-339,Brisbane,Hard,32,250,O,20240101,19,TC61,,,Jordan Thompson,R,183.0,AUS,29.7,55.0,902.0,HH26,4.0,,Ugo Humbert,L,188.0,FRA,25.517,20.0,1765.0,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,
2024-339,Brisbane,Hard,32,250,O,20240101,20,N409,,WC,Rafael Nadal,L,185.0,ESP,37.58,672.0,45.0,KB95,,WC,Jason Kubler,R,178.0,AUS,30.62,102.0,631.0,6-1 6-2,3,R16,84.0,4.0,3.0,46.0,30.0,24.0,10.0,8.0,4.0,4.0,1.0,3.0,46.0,35.0,20.0,2.0,7.0,2.0,6.0
2024-339,Brisbane,Hard,32,250,O,20240101,21,A0FC,,,Matteo Arnaldi,R,185.0,ITA,22.856,44.0,1021.0,KI63,,Q,Lukas Klein,R,193.0,SVK,25.78,170.0,359.0,6-4 3-6 7-5,3,R16,124.0,9.0,3.0,80.0,44.0,37.0,21.0,15.0,2.0,4.0,5.0,3.0,87.0,50.0,42.0,17.0,16.0,2.0,5.0
2024-339,Brisbane,Hard,32,250,O,20240101,22,SX50,,,Roman Safiullin,R,185.0,RUS,26.401,39.0,1122.0,P09Z,,,Alexei Popyrin,R,196.0,AUS,24.408,40.0,1084.0,6-7(9) 6-4 7-6(3),3,R16,174.0,23.0,4.0,121.0,77.0,62.0,26.0,17.0,13.0,14.0,13.0,6.0,113.0,79.0,64.0,15.0,17.0,7.0,9.0
2024-339,Brisbane,Hard,32,250,O,20240101,23,D994,,Q,James Duckworth,R,183.0,AUS,31.945,116.0,573.0,H997,,,Yannick Hanfmann,R,193.0,GER,32.134,51.0,914.0,4-6 6-1 7-6(2),3,R16,145.0,22.0,4.0,91.0,66.0,52.0,13.0,15.0,2.0,3.0,15.0,4.0,97.0,56.0,43.0,20.0,14.0,10.0,12.0
2024-339,Brisbane,Hard,32,250,O,20240101,24,R0DG,1.0,,Holger Rune,R,188.0,DEN,20.676,8.0,3660.0,S0H2,,,Alexander Shevchenko,R,188.0,KAZ,23.088,48.0,947.0,6-4 5-7 6-2,3,R16,147.0,12.0,2.0,91.0,57.0,43.0,22.0,15.0,5.0,6.0,5.0,2.0,108.0,62.0,45.0,23.0,15.0,7.0,10.0
2024-339,Brisbane,Hard,32,250,O,20240101,25,D875,2.0,,Grigor Dimitrov,R,191.0,BUL,32.63,14.0,2570.0,H0BH,,WC,Rinky Hijikata,R,178.0,AUS,22.853,71.0,744.0,6-1 6-4,3,QF,78.0,12.0,2.0,50.0,33.0,26.0,12.0,9.0,2.0,2.0,4.0,4.0,57.0,34.0,23.0,8.0,8.0,4.0,7.0
2024-339,Brisbane,Hard,32,250,O,20240101,26,TC61,,,Jordan Thompson,R,183.0,AUS,29.7,55.0,902.0,N409,,WC,Rafael Nadal,L,185.0,ESP,37.58,672.0,45.0,5-7 7-6(6) 6-3,3,QF,206.0,8.0,3.0,109.0,67.0,51.0,20.0,17.0,6.0,8.0,7.0,2.0,108.0,79.0,58.0,13.0,16.0,1.0,3.0
2024-339,Brisbane,Hard,32,250,O,20240101,27,SX50,,,Roman Safiullin,R,185.0,RUS,26.401,39.0,1122.0,A0FC,,,Matteo Arnaldi,R,185.0,ITA,22.856,44.0,1021.0,7-6(4) 6-2,3,QF,120.0,9.0,3.0,73.0,43.0,36.0,14.0,10.0,2.0,3.0,3.0,2.0,69.0,37.0,27.0,16.0,10.0,5.0,8.0
2024-339,Brisbane,Hard,32,250,O,20240101,28,R0DG,1.0,,Holger Rune,R,188.0,DEN,20.676,8.0,3660.0,D994,,Q,James Duckworth,R,183.0,AUS,31.945,116.0,573.0,6-2 7-6(6),3,QF,105.0,13.0,0.0,65.0,36.0,31.0,17.0,10.0,1.0,1.0,5.0,2.0,77.0,51.0,31.0,16.0,10.0,3.0,5.0
2024-339,Brisbane,Hard,32,250,O,20240101,29,D875,2.0,,Grigor Dimitrov,R,191.0,BUL,32.63,14.0,2570.0,TC61,,,Jordan Thompson,R,183.0,AUS,29.7,55.0,902.0,6-3 7-5,3,SF,109.0,10.0,3.0,67.0,45.0,39.0,10.0,11.0,6.0,6.0,5.0,1.0,62.0,39.0,24.0,14.0,10.0,5.0,7.0
2024-339,Brisbane,Hard,32,250,O,20240101,30,R0DG,1.0,,Holger Rune,R,188.0,DEN,20.676,8.0,3660.0,SX50,,,Roman Safiullin,R,185.0,RUS,26.401,39.0,1122.0,6-4 7-6(0),3,SF,97.0,7.0,4.0,72.0,48.0,39.0,11.0,11.0,1.0,2.0,5.0,5.0,66.0,35.0,31.0,10.0,11.0,5.0,7.0
2024-339,Brisbane,Hard,32,250,O,20240101,31,D875,2.0,,Grigor Dimitrov,R,191.0,BUL,32.63,14.0,2570.0,R0DG,1.0,,Holger Rune,R,188.0,DEN,20.676,8.0,3660.0,7-6(5) 6-4,3,F,136.0,8.0,2.0,74.0,52.0,40.0,13.0,11.0,3.0,3.0,9.0,3.0,95.0,58.0,44.0,16.0,11.0,8.0,9.0
2024-9900,United Cup,Hard,18,A,O,20240101,1,RH16,,,Casper Ruud,R,183.0,NOR,25.027,11.0,2825.0,GJ37,,,Tallon Griekspoor,R,188.0,NED,27.499,23.0,1640.0,6-3 6-4,3,RR,71.0,7.0,2.0,54.0,39.0,32.0,7.0,10.0,2.0,3.0,5.0,2.0,52.0,33.0,21.0,11.0,9.0,4.0,7.0
2024-9900,United Cup,Hard,18,A,O,20240101,2,RH16,,,Casper Ruud,R,183.0,NOR,25.027,11.0,2825.0,CG80,,,Borna Coric,R,188.0,CRO,27.129,37.0,1135.0,6-4 6-1,3,RR,89.0,7.0,2.0,50.0,32.0,28.0,10.0,9.0,3.0,3.0,3.0,1.0,53.0,38.0,25.0,5.0,8.0,3.0,6.0
2024-9900,United Cup,Hard,18,A,O,20240101,3,CG80,,,Borna Coric,R,188.0,CRO,27.129,37.0,1135.0,GJ37,,,Tallon Griekspoor,R,188.0,NED,27.499,23.0,1640.0,7-6(4) 6-4,3,RR,120.0,3.0,2.0,65.0,39.0,30.0,16.0,11.0,2.0,3.0,6.0,5.0,76.0,50.0,31.0,16.0,11.0,3.0,5.0
2024-9900,United Cup,Hard,18,A,O,20240101,4,D643,,,Novak Djokovic,R,188.0,SRB,36.613,1.0,11245.0,Z371,,,Zhizhen Zhang,R,193.0,CHN,27.209,58.0,885.0,6-3 6-2,3,RR,72.0,7.0,1.0,46.0,28.0,24.0,12.0,9.0,0.0,0.0,4.0,2.0,57.0,35.0,24.0,7.0,8.0,4.0,7.0
2024-9900,United Cup,Hard,18,A,O,20240101,5,D643,,,Novak Djokovic,R,188.0,SRB,36.613,1.0,11245.0,L0BV,,,Jiri Lehecka,R,185.0,CZE,22.146,31.0,1372.0,6-1 6-7(3) 6-1,3,RR,136.0,3.0,2.0,80.0,49.0,36.0,19.0,14.0,3.0,5.0,4.0,1.0,75.0,47.0,30.0,9.0,12.0,5.0,11.0
2024-9900,United Cup,Hard,18,A,O,20240101,6,Z371,,,Zhizhen Zhang,R,193.0,CHN,27.209,58.0,885.0,L0BV,,,Jiri Lehecka,R,185.0,CZE,22.146,31.0,1372.0,5-7 6-3 6-4,3,RR,140.0,5.0,3.0,97.0,59.0,42.0,19.0,16.0,7.0,10.0,10.0,1.0,79.0,43.0,33.0,20.0,15.0,6.0,10.0
2024-9900,United Cup,Hard,18,A,O,20240101,7,Z355,,,Alexander Zverev,R,198.0,GER,26.7,7.0,3985.0,SU87,,,Lorenzo Sonego,R,191.0,ITA,28.643,46.0,990.0,6-7(5) 6-3 6-4,3,RR,172.0,7.0,1.0,87.0,64.0,52.0,17.0,16.0,0.0,0.0,7.0,2.0,111.0,70.0,50.0,20.0,15.0,9.0,11.0
2024-9900,United Cup,Hard,18,A,O,20240101,8,Z355,,,Alexander Zverev,R,198.0,GER,26.7,7.0,3985.0,ME82,,,Adrian Mannarino,L,180.0,FRA,35.507,22.0,1755.0,4-6 6-4 6-3,3,RR,145.0,11.0,1.0,91.0,67.0,47.0,16.0,15.0,4.0,5.0,6.0,2.0,81.0,51.0,40.0,15.0,14.0,0.0,2.0
2024-9900,United Cup,Hard,18,A,O,20240101,9,ME82,,,Adrian Mannarino,L,180.0,FRA,35.507,22.0,1755.0,SU87,,,Lorenzo Sonego,R,191.0,ITA,28.643,46.0,990.0,6-4 6-4,3,RR,109.0,2.0,1.0,62.0,44.0,32.0,13.0,10.0,0.0,0.0,2.0,1.0,62.0,40.0,27.0,11.0,10.0,2.0,4.0
2024-9900,United Cup,Hard,18,A,O,20240101,10,N771,,,Cameron Norrie,L,188.0,GBR,28.359,18.0,1940.0,DH58,,,Alex de Minaur,R,183.0,AUS,24.871,12.0,2740.0,6-4 2-6 7-6(2),3,RR,140.0,7.0,1.0,89.0,57.0,51.0,12.0,15.0,1.0,3.0,8.0,3.0,81.0,45.0,35.0,23.0,15.0,2.0,3.0
2024-9900,United Cup,Hard,18,A,O,20240101,11,DH58,,,Alex de Minaur,R,183.0,AUS,24.871,12.0,2740.0,FB98,,,Taylor Fritz,R,196.0,USA,26.177,10.0,3100.0,6-4 6-2,3,RR,89.0,3.0,3.0,57.0,36.0,28.0,12.0,9.0,3.0,3.0,10.0,1.0,59.0,36.0,26.0,9.0,9.0,4.0,7.0
2024-9900,United Cup,Hard,18,A,O,20240101,12,FB98,,,Taylor Fritz,R,196.0,USA,26.177,10.0,3100.0,N771,,,Cameron Norrie,L,188.0,GBR,28.359,18.0,1940.0,7-6(5) 6-4,3,RR,105.0,14.0,0.0,68.0,43.0,33.0,15.0,11.0,1.0,2.0,3.0,1.0,67.0,36.0,29.0,16.0,11.0,3.0,5.0
2024-9900,United Cup,Hard,18,A,O,20240101,13,J551,,,Nicolas Jarry,R,201.0,CHI,28.225,19.0,1810.0,D916,,,Steven Diez,R,175.0,CAN,32.794,314.0,170.0,7-5 6-4,3,RR,118.0,6.0,0.0,55.0,36.0,31.0,14.0,11.0,0.0,0.0,1.0,2.0,91.0,58.0,37.0,16.0,11.0,2.0,4.0
2024-9900,United Cup,Hard,18,A,O,20240101,14,J551,,,Nicolas Jarry,R,201.0,CHI,28.225,19.0,1810.0,S0KT,,,Stefanos Sakellaridis,R,198.0,GRE,19.299,416.0,113.0,6-3 3-6 7-5,3,RR,142.0,8.0,0.0,68.0,49.0,41.0,17.0,15.0,0.0,1.0,4.0,1.0,104.0,61.0,43.0,22.0,15.0,10.0,12.0
2024-9900,United Cup,Hard,18,A,O,20240101,15,TE51,,,Stefanos Tsitsipas,R,193.0,GRE,25.388,6.0,4235.0,D916,,,Steven Diez,R,175.0,CAN,32.794,314.0,170.0,6-2 6-3,3,RR,77.0,6.0,2.0,51.0,31.0,28.0,9.0,9.0,1.0,1.0,0.0,3.0,48.0,27.0,16.0,11.0,8.0,3.0,6.0
2024-9900,United Cup,Hard,18,A,O,20240101,16,DH50,,,Alejandro Davidovich Fokina,R,180.0,ESP,24.575,26.0,1495.0,SX91,,,Thiago Seyboth Wild,R,185.0,BRA,23.811,79.0,718.0,6-4 6-0,3,RR,88.0,4.0,2.0,53.0,38.0,30.0,8.0,8.0,0.0,0.0,4.0,1.0,50.0,27.0,16.0,10.0,8.0,3.0,7.0
2024-9900,United Cup,Hard,18,A,O,20240101,17,HB71,,,Hubert Hurkacz,R,196.0,POL,26.886,9.0,3245.0,SX91,,,Thiago Seyboth Wild,R,185.0,BRA,23.811,79.0,718.0,6-7(4) 6-2 6-3,3,RR,141.0,10.0,3.0,81.0,52.0,39.0,19.0,14.0,1.0,2.0,6.0,2.0,110.0,82.0,54.0,10.0,15.0,8.0,13.0
2024-9900,United Cup,Hard,18,A,O,20240101,18,DH50,,,Alejandro Davidovich Fokina,R,180.0,ESP,24.575,26.0,1495.0,HB71,,,Hubert Hurkacz,R,196.0,POL,26.886,9.0,3245.0,3-6 6-3 6-4,3,RR,121.0,1.0,2.0,83.0,49.0,30.0,25.0,14.0,3.0,5.0,9.0,3.0,80.0,60.0,41.0,9.0,14.0,3.0,6.0
2024-9900,United Cup,Hard,18,A,O,20240101,19,Z355,,,Alexander Zverev,R,198.0,GER,26.7,7.0,3985.0,TE51,,,Stefanos Tsitsipas,R,193.0,GRE,25.388,6.0,4235.0,6-4 6-4,3,QF,96.0,5.0,0.0,56.0,45.0,34.0,8.0,10.0,2.0,2.0,4.0,1.0,64.0,40.0,34.0,6.0,10.0,6.0,8.0
2024-9900,United Cup,Hard,18,A,O,20240101,20,DH58,,,Alex de Minaur,R,183.0,AUS,24.871,12.0,2740.0,D643,,,Novak Djokovic,R,188.0,SRB,36.613,1.0,11245.0,6-4 6-4,3,QF,93.0,7.0,2.0,49.0,34.0,33.0,8.0,10.0,0.0,0.0,4.0,1.0,68.0,43.0,30.0,11.0,10.0,3.0,5.0
2024-9900,United Cup,Hard,18,A,O,20240101,21,RH16,,,Casper Ruud,R,183.0,NOR,25.027,11.0,2825.0,ME82,,,Adrian Mannarino,L,180.0,FRA,35.507,22.0,1755.0,6-1 6-4,3,QF,76.0,10.0,1.0,50.0,33.0,29.0,9.0,9.0,0.0,0.0,4.0,1.0,49.0,33.0,20.0,7.0,8.0,2.0,5.0
2024-9900,United Cup,Hard,18,A,O,20240101,22,HB71,,,Hubert Hurkacz,R,196.0,POL,26.886,9.0,3245.0,Z371,,,Zhizhen Zhang,R,193.0,CHN,27.209,58.0,885.0,6-3 6-4,3,QF,82.0,10.0,0.0,65.0,48.0,36.0,9.0,10.0,1.0,1.0,3.0,2.0,55.0,29.0,21.0,14.0,9.0,2.0,4.0
2024-9900,United Cup,Hard,18,A,O,20240101,23,DH58,,,Alex de Minaur,R,183.0,AUS,24.871,12.0,2740.0,Z355,,,Alexander Zverev,R,198.0,GER,26.7,7.0,3985.0,5-7 6-3 6-4,3,SF,160.0,4.0,2.0,97.0,62.0,43.0,24.0,16.0,3.0,4.0,10.0,0.0,83.0,57.0,42.0,15.0,15.0,2.0,4.0
2024-9900,United Cup,Hard,18,A,O,20240101,24,HB71,,,Hubert Hurkacz,R,196.0,POL,26.886,9.0,3245.0,ME82,,,Adrian Mannarino,L,180.0,FRA,35.507,22.0,1755.0,6-3 7-5,3,SF,101.0,15.0,0.0,58.0,36.0,31.0,14.0,11.0,0.0,0.0,1.0,1.0,70.0,45.0,30.0,12.0,10.0,3.0,5.0
2024-9900,United Cup,Hard,18,A,O,20240101,25,Z355,,,Alexander Zverev,R,198.0,GER,26.7,7.0,3985.0,HB71,,,Hubert Hurkacz,R,196.0,POL,26.886,9.0,3245.0,6-7(3) 7-6(6) 6-4,3,F,179.0,8.0,1.0,96.0,72.0,62.0,14.0,17.0,0.0,0.0,19.0,1.0,119.0,70.0,54.0,27.0,17.0,6.0,7.0
2024-336,Hong Kong,Hard,32,250,O,20240101,1,RH24,,,Emil Ruusuvuori,R,188.0,FIN,24.75,69.0,771.0,BM95,,,Benjamin Bonzi,R,183.0,FRA,27.562,73.0,738.0,6-7(5) 6-2 6-1,3,R32,157.0,5.0,4.0,98.0,51.0,33.0,25.0,13.0,4.0,7.0,5.0,2.0,113.0,71.0,44.0,13.0,14.0,17.0,25.0
2024-336,Hong Kong,Hard,32,250,O,20240101,2,K09F,,,Pavel Kotov,R,191.0,RUS,25.12,67.0,791.0,BT72,,,Nuno Borges,R,185.0,POR,26.864,66.0,799.0,6-2 6-4,3,R32,88.0,4.0,2.0,57.0,45.0,33.0,6.0,9.0,2.0,3.0,4.0,2.0,65.0,34.0,20.0,15.0,9.0,2.0,6.0
2024-336,Hong Kong,Hard,32,250,O,20240101,3,M0EJ,6.0,,Lorenzo Musetti,R,185.0,ITA,21.832,27.0,1470.0,W0BH,,WC,Coleman Wong,R,191.0,HKG,19.57,253.0,238.0,6-4 7-5,3,R32,106.0,4.0,2.0,63.0,42.0,32.0,13.0,11.0,2.0,3.0,6.0,4.0,80.0,46.0,32.0,16.0,11.0,5.0,8.0
2024-336,Hong Kong,Hard,32,250,O,20240101,4,BD06,,,Roberto Bautista Agut,R,183.0,ESP,35.715,57.0,886.0,M0CI,,,Fabian Marozsan,R,193.0,HUN,24.233,64.0,805.0,6-2 6-3,3,R32,68.0,3.0,0.0,56.0,38.0,27.0,12.0,9.0,5.0,6.0,7.0,4.0,44.0,30.0,21.0,3.0,8.0,2.0,6.0
2024-336,Hong Kong,Hard,32,250,O,20240101,5,O513,,,Sebastian Ofner,R,191.0,AUT,27.639,43.0,1048.0,MK66,,,Mackenzie McDonald,R,178.0,USA,28.712,41.0,1055.0,6-1 6-2,3,R32,61.0,6.0,2.0,44.0,27.0,20.0,8.0,8.0,0.0,1.0,0.0,3.0,46.0,30.0,17.0,4.0,7.0,2.0,7.0
2024-336,Hong Kong,Hard,32,250,O,20240101,6,SL28,5.0,,Jan-Lennard Struff,R,193.0,GER,33.687,25.0,1522.0,C977,,PR,Marin Cilic,R,198.0,CRO,35.258,674.0,45.0,3-6 7-6(4) 7-6(7),3,R32,186.0,11.0,4.0,124.0,69.0,49.0,26.0,16.0,6.0,10.0,20.0,12.0,130.0,64.0,49.0,31.0,17.0,7.0,10.0
2024-336,Hong Kong,Hard,32,250,O,20240101,7,S0RE,,WC,Juncheng Shang,L,180.0,CHN,18.91,183.0,335.0,DB63,7.0,,Laslo Djere,R,188.0,SRB,28.583,33.0,1285.0,6-7(5) 6-3 7-6(8),3,R32,171.0,4.0,0.0,96.0,64.0,52.0,19.0,16.0,0.0,2.0,11.0,3.0,122.0,88.0,65.0,11.0,17.0,7.0,11.0
2024-336,Hong Kong,Hard,32,250,O,20240101,8,V812,,,Botic van de Zandschulp,R,191.0,NED,28.244,50.0,930.0,M0HU,,WC,Shintaro Mochizuki,R,175.0,JPN,20.583,137.0,457.0,7-5 6-1,3,R32,97.0,3.0,3.0,71.0,42.0,30.0,14.0,10.0,10.0,12.0,1.0,1.0,59.0,26.0,20.0,10.0,9.0,5.0,10.0
2024-336,Hong Kong,Hard,32,250,O,20240101,9,KI95,,,Miomir Kecmanovic,R,183.0,SRB,24.337,54.0,905.0,DA81,,Q,Taro Daniel,R,191.0,JPN,30.927,75.0,737.0,6-3 6-2,3,R32,70.0,5.0,1.0,46.0,32.0,25.0,10.0,9.0,1.0,2.0,2.0,1.0,59.0,39.0,24.0,6.0,8.0,3.0,7.0
2024-336,Hong Kong,Hard,32,250,O,20240101,10,F0F1,8.0,,Arthur Fils,R,185.0,FRA,19.554,36.0,1158.0,GH92,,,Borna Gojo,R,196.0,CRO,25.843,72.0,744.0,6-3 4-6 6-1,3,R32,108.0,2.0,2.0,79.0,48.0,38.0,16.0,13.0,7.0,8.0,9.0,2.0,76.0,47.0,35.0,11.0,13.0,2.0,6.0
2024-336,Hong Kong,Hard,32,250,O,20240101,11,HH06,,Q,Marc-Andrea Huesler,L,196.0,SUI,27.521,194.0,312.0,SS25,,Q,Vitaliy Sachko,R,188.0,UKR,26.467,169.0,360.0,6-4 6-4,3,R32,86.0,10.0,1.0,61.0,39.0,28.0,15.0,10.0,4.0,4.0,3.0,2.0,54.0,36.0,28.0,9.0,10.0,1.0,3.0
2024-336,Hong Kong,Hard,32,250,O,20240101,12,BI23,,Q,Liam Broady,L,183.0,GBR,29.99,108.0,608.0,CG04,,,Pedro Cachin,R,185.0,ARG,28.723,70.0,763.0,6-4 6-0,3,R32,69.0,2.0,2.0,46.0,29.0,21.0,11.0,8.0,2.0,3.0,1.0,1.0,42.0,30.0,13.0,5.0,8.0,2.0,7.0
