tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2013-339,Brisbane,Hard,28,250,O,20121230,13,MC10,1.0,,Andy Murray,R,191.0,GBR,25.629,3.0,8000.0,MH30,,Q,John Millman,R,183.0,AUS,23.546,199.0,239.0,6-1 5-7 6-3,3,R16,126.0,7.0,3.0,98.0,70.0,49.0,13.0,14.0,8.0,10.0,2.0,5.0,82.0,47.0,33.0,15.0,14.0,6.0,11.0
2013-339,Brisbane,Hard,28,250,O,20121230,14,I165,,,Denis Istomin,R,185.0,UZB,26.313,43.0,897.0,H432,,WC,Lleyton Hewitt,R,178.0,AUS,31.847,83.0,625.0,7-5 7-5,3,R16,105.0,11.0,2.0,73.0,51.0,42.0,9.0,12.0,4.0,5.0,3.0,1.0,84.0,48.0,30.0,19.0,12.0,9.0,12.0
2013-339,Brisbane,Hard,28,250,O,20121230,15,D801,4.0,,Alexandr Dolgopolov,R,180.0,UKR,24.145,18.0,1855.0,N289,,,Jarkko Nieminen,L,185.0,FIN,31.439,41.0,927.0,6-2 4-1 RET,3,R16,54.0,6.0,0.0,36.0,22.0,17.0,10.0,6.0,0.0,0.0,0.0,1.0,43.0,28.0,12.0,7.0,7.0,5.0,9.0
2013-339,Brisbane,Hard,28,250,O,20121230,16,N552,5.0,,Kei Nishikori,R,178.0,JPN,23.003,19.0,1830.0,R419,,,Tommy Robredo,R,180.0,ESP,30.667,114.0,495.0,6-3 6-3,3,R16,86.0,1.0,1.0,53.0,34.0,25.0,13.0,9.0,0.0,0.0,4.0,2.0,60.0,29.0,20.0,14.0,9.0,8.0,11.0
2013-339,Brisbane,Hard,28,250,O,20121230,17,B837,,,Marcos Baghdatis,R,178.0,CYP,27.537,36.0,1070.0,MB02,6.0,,Florian Mayer,R,191.0,GER,29.238,28.0,1215.0,6-4 6-2,3,R16,71.0,15.0,2.0,55.0,35.0,29.0,9.0,9.0,4.0,5.0,1.0,0.0,65.0,40.0,24.0,11.0,9.0,6.0,10.0
2013-339,Brisbane,Hard,28,250,O,20121230,18,SD32,3.0,,Gilles Simon,R,183.0,FRA,28.008,16.0,2165.0,F444,,,Alejandro Falla,L,185.0,COL,29.128,54.0,809.0,7-6(5) 7-6(5),3,R16,132.0,5.0,1.0,89.0,43.0,28.0,28.0,12.0,6.0,9.0,6.0,2.0,76.0,43.0,27.0,20.0,12.0,1.0,4.0
2013-339,Brisbane,Hard,28,250,O,20121230,19,M762,7.0,,Jurgen Melzer,L,183.0,AUT,31.608,29.0,1177.0,GB88,,,David Goffin,R,180.0,BEL,22.064,46.0,868.0,6-4 7-6(4),3,R16,88.0,7.0,2.0,76.0,50.0,37.0,16.0,11.0,2.0,2.0,6.0,4.0,71.0,45.0,33.0,15.0,11.0,3.0,4.0
2013-339,Brisbane,Hard,28,250,O,20121230,20,D875,,,Grigor Dimitrov,R,191.0,BUL,21.626,48.0,866.0,R975,2.0,,Milos Raonic,R,196.0,CAN,22.01,13.0,2380.0,6-3 6-4,3,R16,61.0,10.0,4.0,52.0,26.0,26.0,15.0,10.0,2.0,2.0,4.0,2.0,43.0,24.0,21.0,11.0,9.0,1.0,3.0
2013-339,Brisbane,Hard,28,250,O,20121230,21,MC10,1.0,,Andy Murray,R,191.0,GBR,25.629,3.0,8000.0,I165,,,Denis Istomin,R,185.0,UZB,26.313,43.0,897.0,6-4 7-6(3),3,QF,97.0,4.0,2.0,71.0,46.0,38.0,16.0,11.0,2.0,2.0,7.0,1.0,70.0,39.0,27.0,19.0,11.0,0.0,1.0
2013-339,Brisbane,Hard,28,250,O,20121230,22,N552,5.0,,Kei Nishikori,R,178.0,JPN,23.003,19.0,1830.0,D801,4.0,,Alexandr Dolgopolov,R,180.0,UKR,24.145,18.0,1855.0,6-4 7-6(3),3,QF,87.0,5.0,0.0,63.0,39.0,31.0,16.0,11.0,2.0,3.0,4.0,0.0,72.0,43.0,29.0,18.0,11.0,2.0,4.0
2013-339,Brisbane,Hard,28,250,O,20121230,23,B837,,,Marcos Baghdatis,R,178.0,CYP,27.537,36.0,1070.0,SD32,3.0,,Gilles Simon,R,183.0,FRA,28.008,16.0,2165.0,6-3 6-4,3,QF,82.0,6.0,2.0,62.0,32.0,25.0,16.0,10.0,4.0,5.0,3.0,2.0,52.0,32.0,19.0,11.0,9.0,3.0,6.0
2013-339,Brisbane,Hard,28,250,O,20121230,24,D875,,,Grigor Dimitrov,R,191.0,BUL,21.626,48.0,866.0,M762,7.0,,Jurgen Melzer,L,183.0,AUT,31.608,29.0,1177.0,6-3 6-2,3,QF,59.0,17.0,1.0,62.0,39.0,33.0,11.0,9.0,4.0,4.0,5.0,2.0,40.0,32.0,17.0,4.0,8.0,0.0,3.0
2013-339,Brisbane,Hard,28,250,O,20121230,25,MC10,1.0,,Andy Murray,R,191.0,GBR,25.629,3.0,8000.0,N552,5.0,,Kei Nishikori,R,178.0,JPN,23.003,19.0,1830.0,6-4 2-0 RET,3,SF,45.0,4.0,1.0,30.0,21.0,17.0,5.0,6.0,1.0,2.0,1.0,0.0,34.0,18.0,10.0,7.0,6.0,2.0,5.0
2013-339,Brisbane,Hard,28,250,O,20121230,26,D875,,,Grigor Dimitrov,R,191.0,BUL,21.626,48.0,866.0,B837,,,Marcos Baghdatis,R,178.0,CYP,27.537,36.0,1070.0,6-3 5-7 7-6(5),3,SF,149.0,12.0,3.0,113.0,72.0,57.0,21.0,17.0,7.0,9.0,4.0,3.0,113.0,69.0,53.0,21.0,16.0,6.0,8.0
2013-339,Brisbane,Hard,28,250,O,20121230,27,MC10,1.0,,Andy Murray,R,191.0,GBR,25.629,3.0,8000.0,D875,,,Grigor Dimitrov,R,191.0,BUL,21.626,48.0,866.0,7-6(0) 6-4,3,F,91.0,7.0,4.0,73.0,53.0,38.0,11.0,11.0,3.0,5.0,3.0,2.0,62.0,38.0,24.0,14.0,11.0,1.0,4.0
2013-451,Doha,Hard,32,250,O,20121231,1,F401,1.0,,David Ferrer,R,175.0,ESP,30.749,5.0,6505.0,BA65,,Q,Dustin Brown,R,196.0,JAM,28.063,167.0,322.0,5-7 6-3 6-2,3,R32,154.0,2.0,5.0,86.0,55.0,41.0,17.0,15.0,4.0,6.0,14.0,3.0,101.0,64.0,40.0,18.0,14.0,6.0,10.0
2013-451,Doha,Hard,32,250,O,20121231,2,SK47,,WC,Mohamed Safwat,R,180.0,EGY,22.283,456.0,78.0,AC23,,WC,Jabor Al-Mutawa,,,QAT,18.598,,,6-0 6-0,3,R32,42.0,4.0,1.0,31.0,22.0,19.0,6.0,6.0,2.0,2.0,0.0,2.0,31.0,16.0,4.0,3.0,6.0,1.0,7.0
2013-451,Doha,Hard,32,250,O,20121231,3,MC65,,,Gael Monfils,R,193.0,FRA,26.333,77.0,660.0,Z367,,WC,Mousa Shanan Zayed,,,QAT,18.815,1851.0,1.0,6-0 6-3,3,R32,48.0,3.0,4.0,51.0,37.0,26.0,6.0,8.0,2.0,4.0,0.0,1.0,41.0,30.0,9.0,4.0,7.0,3.0,9.0
2013-451,Doha,Hard,32,250,O,20121231,4,K435,3.0,,Philipp Kohlschreiber,R,178.0,GER,29.21,20.0,1770.0,D646,,,Ivan Dodig,R,183.0,CRO,27.995,72.0,695.0,7-6(5) 6-1,3,R32,76.0,6.0,0.0,59.0,41.0,34.0,12.0,10.0,1.0,1.0,7.0,1.0,61.0,37.0,28.0,11.0,9.0,4.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,5,T840,6.0,,Viktor Troicki,R,193.0,SRB,26.888,38.0,1055.0,P436,,,Bjorn Phau,R,175.0,GER,33.243,75.0,668.0,6-3 3-6 6-4,3,R32,105.0,7.0,2.0,81.0,50.0,39.0,19.0,14.0,3.0,4.0,3.0,1.0,83.0,50.0,36.0,19.0,14.0,7.0,9.0
2013-451,Doha,Hard,32,250,O,20121231,6,L797,,,Lukas Lacko,R,188.0,SVK,25.161,51.0,827.0,G476,,,Guillermo Garcia-Lopez,R,185.0,ESP,29.577,76.0,667.0,6-1 2-6 6-4,3,R32,115.0,4.0,3.0,89.0,43.0,33.0,25.0,13.0,5.0,7.0,8.0,3.0,78.0,49.0,33.0,13.0,12.0,4.0,7.0
2013-451,Doha,Hard,32,250,O,20121231,7,Z189,,,Grega Zemlja,R,183.0,SLO,26.256,55.0,782.0,F510,,,Fabio Fognini,R,178.0,ITA,25.607,45.0,880.0,6-2 3-6 6-4,3,R32,111.0,4.0,3.0,75.0,41.0,27.0,18.0,13.0,0.0,4.0,2.0,4.0,94.0,52.0,32.0,18.0,14.0,6.0,12.0
2013-451,Doha,Hard,32,250,O,20121231,8,G628,2.0,,Richard Gasquet,R,183.0,FRA,26.538,10.0,2515.0,H442,,Q,Jan Hernych,R,188.0,CZE,33.487,193.0,245.0,6-3 6-4,3,R32,76.0,6.0,3.0,60.0,32.0,23.0,17.0,10.0,3.0,4.0,2.0,0.0,54.0,32.0,23.0,9.0,9.0,1.0,4.0
2013-451,Doha,Hard,32,250,O,20121231,9,K839,,Q,Tobias Kamke,R,178.0,GER,26.615,98.0,563.0,R383,,,Ruben Ramirez Hidalgo,R,183.0,ESP,34.984,91.0,577.0,6-1 6-2,3,R32,57.0,3.0,2.0,39.0,24.0,17.0,9.0,7.0,1.0,2.0,3.0,4.0,48.0,25.0,12.0,8.0,8.0,2.0,8.0
2013-451,Doha,Hard,32,250,O,20121231,10,L503,,,Paolo Lorenzi,R,183.0,ITA,31.044,64.0,744.0,R772,,,Albert Ramos-Vinolas,L,188.0,ESP,24.956,50.0,830.0,7-6(4) 6-1,3,R32,106.0,0.0,1.0,71.0,49.0,35.0,12.0,10.0,3.0,4.0,2.0,2.0,65.0,31.0,23.0,15.0,9.0,3.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,11,R685,,,Lukas Rosol,R,193.0,CZE,27.439,73.0,679.0,A596,8.0,,Pablo Andujar,R,180.0,ESP,26.938,42.0,915.0,6-2 7-6(2),3,R32,90.0,3.0,4.0,76.0,44.0,30.0,17.0,10.0,5.0,7.0,0.0,3.0,75.0,51.0,27.0,10.0,10.0,8.0,12.0
2013-451,Doha,Hard,32,250,O,20121231,12,Y061,4.0,,Mikhail Youzhny,R,183.0,RUS,30.519,25.0,1335.0,B896,,,Benjamin Becker,R,178.0,GER,31.543,65.0,741.0,4-6 7-6(3) 6-1,3,R32,138.0,5.0,1.0,103.0,66.0,46.0,21.0,14.0,6.0,8.0,12.0,3.0,90.0,45.0,37.0,17.0,15.0,2.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,13,D402,,,Nikolay Davydenko,R,178.0,RUS,31.581,44.0,885.0,H528,,,Victor Hanescu,R,198.0,ROU,31.447,62.0,753.0,6-2 6-3,3,R32,74.0,2.0,0.0,59.0,47.0,33.0,8.0,9.0,4.0,4.0,1.0,0.0,49.0,38.0,22.0,3.0,8.0,0.0,3.0
2013-451,Doha,Hard,32,250,O,20121231,14,BA98,,,Simone Bolelli,R,183.0,ITA,27.231,84.0,623.0,G676,,,Daniel Gimeno-Traver,R,183.0,ESP,27.4,70.0,704.0,6-3 6-7(3) 7-6(2),3,R32,148.0,6.0,2.0,101.0,69.0,52.0,21.0,17.0,3.0,4.0,13.0,4.0,123.0,75.0,53.0,27.0,16.0,8.0,10.0
2013-451,Doha,Hard,32,250,O,20121231,15,K540,,,Lukasz Kubot,R,191.0,POL,30.628,74.0,675.0,L397,7.0,,Feliciano Lopez,L,188.0,ESP,31.28,40.0,1005.0,6-4 6-2,3,R32,76.0,7.0,1.0,59.0,44.0,29.0,8.0,9.0,4.0,6.0,6.0,4.0,60.0,29.0,16.0,12.0,9.0,4.0,9.0
2013-451,Doha,Hard,32,250,O,20121231,16,BC72,,Q,Daniel Brands,R,196.0,GER,25.459,153.0,367.0,CA12,5.0,,Jeremy Chardy,R,188.0,FRA,25.884,32.0,1131.0,6-4 6-4,3,R32,69.0,6.0,2.0,57.0,43.0,36.0,7.0,10.0,2.0,2.0,6.0,6.0,56.0,31.0,24.0,14.0,10.0,2.0,4.0
2013-451,Doha,Hard,32,250,O,20121231,17,F401,1.0,,David Ferrer,R,175.0,ESP,30.749,5.0,6505.0,K839,,Q,Tobias Kamke,R,178.0,GER,26.615,98.0,563.0,6-3 6-2,3,R16,79.0,2.0,0.0,61.0,45.0,28.0,11.0,9.0,5.0,6.0,0.0,1.0,52.0,30.0,21.0,6.0,8.0,2.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,18,L503,,,Paolo Lorenzi,R,183.0,ITA,31.044,64.0,744.0,R685,,,Lukas Rosol,R,193.0,CZE,27.439,73.0,679.0,6-0 6-4,3,R16,65.0,1.0,0.0,42.0,25.0,20.0,11.0,8.0,0.0,1.0,2.0,1.0,56.0,31.0,17.0,8.0,8.0,5.0,10.0
2013-451,Doha,Hard,32,250,O,20121231,19,D402,,,Nikolay Davydenko,R,178.0,RUS,31.581,44.0,885.0,Y061,4.0,,Mikhail Youzhny,R,183.0,RUS,30.519,25.0,1335.0,7-5 6-3,3,R16,101.0,1.0,1.0,67.0,43.0,33.0,14.0,11.0,1.0,1.0,3.0,2.0,74.0,40.0,23.0,21.0,10.0,4.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,20,BA98,,,Simone Bolelli,R,183.0,ITA,27.231,84.0,623.0,K540,,,Lukasz Kubot,R,191.0,POL,30.628,74.0,675.0,2-6 6-4 6-4,3,R16,110.0,7.0,2.0,68.0,41.0,33.0,12.0,14.0,2.0,6.0,6.0,3.0,85.0,45.0,29.0,22.0,14.0,1.0,5.0
2013-451,Doha,Hard,32,250,O,20121231,21,BC72,,Q,Daniel Brands,R,196.0,GER,25.459,153.0,367.0,SK47,,WC,Mohamed Safwat,R,180.0,EGY,22.283,456.0,78.0,4-6 6-3 6-2,3,R16,102.0,9.0,1.0,86.0,56.0,43.0,17.0,14.0,4.0,6.0,4.0,1.0,75.0,49.0,37.0,10.0,13.0,3.0,7.0
2013-451,Doha,Hard,32,250,O,20121231,22,MC65,,,Gael Monfils,R,193.0,FRA,26.333,77.0,660.0,K435,3.0,,Philipp Kohlschreiber,R,178.0,GER,29.21,20.0,1770.0,6-4 2-6 6-4,3,R16,124.0,10.0,0.0,94.0,63.0,43.0,15.0,14.0,5.0,7.0,2.0,1.0,85.0,52.0,34.0,22.0,14.0,6.0,8.0
2013-451,Doha,Hard,32,250,O,20121231,23,L797,,,Lukas Lacko,R,188.0,SVK,25.161,51.0,827.0,T840,6.0,,Viktor Troicki,R,193.0,SRB,26.888,38.0,1055.0,6-3 7-5,3,R16,79.0,5.0,2.0,59.0,33.0,26.0,15.0,10.0,0.0,1.0,9.0,1.0,68.0,44.0,27.0,13.0,11.0,5.0,9.0
2013-451,Doha,Hard,32,250,O,20121231,24,G628,2.0,,Richard Gasquet,R,183.0,FRA,26.538,10.0,2515.0,Z189,,,Grega Zemlja,R,183.0,SLO,26.256,55.0,782.0,6-7(7) 6-4 7-6(3),3,R16,164.0,14.0,5.0,117.0,64.0,49.0,31.0,17.0,7.0,8.0,17.0,1.0,126.0,84.0,65.0,17.0,17.0,4.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,25,F401,1.0,,David Ferrer,R,175.0,ESP,30.749,5.0,6505.0,L503,,,Paolo Lorenzi,R,183.0,ITA,31.044,64.0,744.0,6-3 6-0,3,QF,62.0,4.0,2.0,45.0,30.0,23.0,10.0,8.0,0.0,0.0,2.0,2.0,49.0,30.0,17.0,4.0,7.0,3.0,7.0
2013-451,Doha,Hard,32,250,O,20121231,26,D402,,,Nikolay Davydenko,R,178.0,RUS,31.581,44.0,885.0,BA98,,,Simone Bolelli,R,183.0,ITA,27.231,84.0,623.0,6-1 6-1,3,QF,50.0,0.0,0.0,37.0,27.0,21.0,7.0,7.0,0.0,0.0,0.0,0.0,32.0,20.0,5.0,5.0,7.0,0.0,5.0
2013-451,Doha,Hard,32,250,O,20121231,27,BC72,,Q,Daniel Brands,R,196.0,GER,25.459,153.0,367.0,MC65,,,Gael Monfils,R,193.0,FRA,26.333,77.0,660.0,6-1 7-5,3,QF,63.0,5.0,1.0,61.0,44.0,34.0,11.0,10.0,1.0,2.0,8.0,4.0,48.0,36.0,24.0,3.0,9.0,1.0,5.0
2013-451,Doha,Hard,32,250,O,20121231,28,G628,2.0,,Richard Gasquet,R,183.0,FRA,26.538,10.0,2515.0,L797,,,Lukas Lacko,R,188.0,SVK,25.161,51.0,827.0,6-1 6-3,3,QF,71.0,8.0,1.0,51.0,33.0,24.0,9.0,8.0,3.0,4.0,2.0,2.0,58.0,32.0,18.0,8.0,8.0,5.0,10.0
2013-451,Doha,Hard,32,250,O,20121231,29,D402,,,Nikolay Davydenko,R,178.0,RUS,31.581,44.0,885.0,F401,1.0,,David Ferrer,R,175.0,ESP,30.749,5.0,6505.0,6-2 6-3,3,SF,65.0,0.0,0.0,38.0,26.0,22.0,10.0,8.0,0.0,0.0,0.0,0.0,56.0,41.0,23.0,6.0,9.0,7.0,11.0
2013-451,Doha,Hard,32,250,O,20121231,30,G628,2.0,,Richard Gasquet,R,183.0,FRA,26.538,10.0,2515.0,BC72,,Q,Daniel Brands,R,196.0,GER,25.459,153.0,367.0,7-5 7-5,3,SF,98.0,7.0,0.0,71.0,44.0,37.0,16.0,12.0,3.0,3.0,10.0,1.0,79.0,60.0,43.0,7.0,12.0,4.0,6.0
2013-451,Doha,Hard,32,250,O,20121231,31,G628,2.0,,Richard Gasquet,R,183.0,FRA,26.538,10.0,2515.0,D402,,,Nikolay Davydenko,R,178.0,RUS,31.581,44.0,885.0,3-6 7-6(4) 6-3,3,F,150.0,5.0,5.0,90.0,54.0,36.0,20.0,14.0,4.0,7.0,2.0,1.0,113.0,82.0,50.0,15.0,16.0,9.0,13.0
2013-891,Chennai,Hard,28,250,O,20121231,1,D616,,WC,Somdev Devvarman,R,180.0,IND,27.88,664.0,32.0,H571,,,Jan Hajek,R,180.0,CZE,29.402,106.0,527.0,6-3 6-3,3,R32,70.0,7.0,0.0,50.0,28.0,24.0,12.0,9.0,2.0,3.0,0.0,1.0,46.0,28.0,13.0,9.0,9.0,1.0,5.0
2013-891,Chennai,Hard,28,250,O,20121231,2,SC47,8.0,,Go Soeda,R,178.0,JPN,28.32,60.0,758.0,D864,,,Evgeny Donskoy,R,185.0,RUS,22.648,81.0,637.0,6-1 6-2,3,R32,59.0,1.0,1.0,45.0,20.0,16.0,17.0,8.0,2.0,2.0,5.0,3.0,37.0,18.0,12.0,5.0,7.0,0.0,4.0
2013-891,Chennai,Hard,28,250,O,20121231,3,A487,,Q,Prakash Amritraj,R,188.0,IND,29.248,551.0,51.0,RA17,,,Guillaume Rufin,R,188.0,FRA,22.601,92.0,574.0,6-7(4) 6-2 6-3,3,R32,143.0,9.0,1.0,103.0,72.0,52.0,18.0,15.0,6.0,7.0,5.0,6.0,93.0,48.0,36.0,21.0,14.0,2.0,6.0
2013-891,Chennai,Hard,28,250,O,20121231,4,R613,,,Edouard Roger-Vasselin,R,185.0,FRA,29.092,102.0,545.0,KB54,,,Andrey Kuznetsov,R,183.0,RUS,21.856,78.0,660.0,6-3 6-4,3,R32,81.0,2.0,0.0,65.0,42.0,29.0,14.0,10.0,2.0,3.0,3.0,2.0,65.0,39.0,24.0,13.0,9.0,5.0,8.0
2013-891,Chennai,Hard,28,250,O,20121231,5,BD06,,,Roberto Bautista Agut,R,183.0,ESP,24.715,80.0,648.0,K834,,,Blaz Kavcic,R,188.0,SLO,25.826,94.0,569.0,7-6(6) 6-2,3,R32,134.0,2.0,2.0,76.0,55.0,34.0,9.0,10.0,4.0,7.0,4.0,4.0,85.0,45.0,29.0,13.0,10.0,11.0,16.0
2013-891,Chennai,Hard,28,250,O,20121231,6,BC65,,,Matthias Bachinger,R,188.0,GER,25.749,123.0,462.0,L575,7.0,,Yen-Hsun Lu,R,180.0,TPE,29.383,59.0,759.0,6-4 3-6 6-4,3,R32,129.0,6.0,7.0,100.0,62.0,40.0,21.0,15.0,10.0,12.0,7.0,2.0,82.0,50.0,38.0,18.0,14.0,6.0,8.0
2013-891,Chennai,Hard,28,250,O,20121231,7,SC77,,,Sergiy Stakhovsky,R,193.0,UKR,26.984,103.0,538.0,BE54,,Q,Ruben Bemelmans,L,183.0,BEL,24.964,111.0,509.0,7-6(7) 7-6(5),3,R32,114.0,10.0,3.0,100.0,61.0,47.0,17.0,12.0,3.0,5.0,6.0,2.0,85.0,53.0,37.0,20.0,12.0,2.0,4.0
2013-891,Chennai,Hard,28,250,O,20121231,8,SC56,,,Dudi Sela,R,175.0,ISR,27.743,109.0,512.0,R548,,Q,Rajeev Ram,R,193.0,USA,28.789,132.0,427.0,6-4 6-1,3,R32,64.0,2.0,2.0,53.0,33.0,26.0,10.0,9.0,2.0,3.0,2.0,1.0,46.0,26.0,15.0,11.0,8.0,4.0,8.0
2013-891,Chennai,Hard,28,250,O,20121231,9,PD31,5.0,,Benoit Paire,R,196.0,FRA,23.65,47.0,867.0,C723,,,Flavio Cipolla,R,173.0,ITA,29.199,95.0,568.0,6-3 6-4,3,R32,78.0,6.0,4.0,67.0,33.0,27.0,14.0,10.0,2.0,3.0,2.0,2.0,57.0,41.0,26.0,7.0,9.0,3.0,6.0
2013-891,Chennai,Hard,28,250,O,20121231,10,H756,6.0,,Robin Haase,R,191.0,NED,25.739,56.0,780.0,BF55,,WC,Yuki Bhambri,R,185.0,IND,20.493,217.0,220.0,7-5 6-3,3,R32,85.0,4.0,3.0,68.0,50.0,39.0,10.0,11.0,4.0,4.0,8.0,3.0,58.0,39.0,27.0,9.0,10.0,5.0,7.0
2013-891,Chennai,Hard,28,250,O,20121231,11,BH09,,,Aljaz Bedene,R,183.0,SLO,23.455,86.0,583.0,SH90,,,Joao Sousa,R,185.0,POR,23.756,101.0,546.0,6-3 6-2,3,R32,74.0,6.0,2.0,52.0,34.0,27.0,11.0,8.0,1.0,1.0,0.0,2.0,58.0,37.0,16.0,14.0,9.0,3.0,7.0
