tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2014-339,Brisbane,Hard,28,250,O,20131229,12,CA99,,Q,Marius Copil,R,191.0,ROU,23.201,147.0,369.0,SE73,,Q,Yuichi Sugita,R,175.0,JPN,25.279,170.0,310.0,7-6(5) 6-7(2) 7-6(7),3,R32,174.0,31.0,2.0,128.0,75.0,66.0,27.0,18.0,2.0,2.0,4.0,1.0,126.0,90.0,71.0,22.0,18.0,8.0,8.0
2014-339,Brisbane,Hard,28,250,O,20131229,13,F324,1.0,,Roger Federer,R,185.0,SUI,32.392,6.0,4205.0,N289,,,Jarkko Nieminen,L,185.0,FIN,32.435,39.0,1090.0,6-4 6-2,3,R16,68.0,9.0,0.0,56.0,34.0,27.0,14.0,9.0,4.0,4.0,1.0,4.0,63.0,35.0,21.0,14.0,9.0,1.0,4.0
2014-339,Brisbane,Hard,28,250,O,20131229,14,ME05,,,Marinko Matosevic,R,193.0,AUS,28.392,61.0,774.0,Q927,,,Sam Querrey,R,198.0,USA,26.229,46.0,960.0,5-7 7-6(3) 6-4,3,R16,139.0,4.0,3.0,112.0,64.0,46.0,26.0,17.0,9.0,12.0,19.0,2.0,101.0,59.0,45.0,23.0,17.0,3.0,6.0
2014-339,Brisbane,Hard,28,250,O,20131229,15,G940,,WC,Sam Groth,R,193.0,AUS,26.196,172.0,307.0,H996,,LL,Pierre-Hugues Herbert,R,188.0,FRA,22.784,151.0,344.0,4-6 7-6(3) 7-6(5),3,R16,146.0,18.0,7.0,113.0,62.0,49.0,27.0,17.0,5.0,8.0,8.0,6.0,110.0,68.0,51.0,22.0,17.0,3.0,5.0
2014-339,Brisbane,Hard,28,250,O,20131229,16,CA12,8.0,,Jeremy Chardy,R,188.0,FRA,26.877,34.0,1175.0,M873,,,Nicolas Mahut,R,191.0,FRA,31.937,50.0,918.0,7-5 6-7(4) 6-3,3,R16,122.0,10.0,3.0,85.0,45.0,39.0,26.0,17.0,1.0,3.0,12.0,6.0,102.0,53.0,39.0,23.0,16.0,4.0,8.0
2014-339,Brisbane,Hard,28,250,O,20131229,17,H432,,,Lleyton Hewitt,R,178.0,AUS,32.843,60.0,780.0,L397,6.0,,Feliciano Lopez,L,188.0,ESP,32.274,28.0,1310.0,7-5 6-3,3,R16,99.0,11.0,2.0,80.0,43.0,33.0,20.0,11.0,9.0,10.0,8.0,8.0,62.0,36.0,29.0,9.0,10.0,3.0,6.0
2014-339,Brisbane,Hard,28,250,O,20131229,18,CA99,,Q,Marius Copil,R,191.0,ROU,23.201,147.0,369.0,SD32,3.0,,Gilles Simon,R,183.0,FRA,29.005,19.0,1790.0,7-5 6-3,3,R16,88.0,10.0,0.0,66.0,38.0,33.0,16.0,11.0,4.0,4.0,2.0,2.0,74.0,32.0,23.0,22.0,10.0,4.0,6.0
2014-339,Brisbane,Hard,28,250,O,20131229,19,C977,,,Marin Cilic,R,198.0,CRO,25.251,37.0,1130.0,D875,5.0,,Grigor Dimitrov,R,191.0,BUL,22.623,23.0,1520.0,7-5 7-5,3,R16,96.0,16.0,4.0,77.0,47.0,40.0,16.0,12.0,5.0,5.0,8.0,1.0,72.0,42.0,32.0,16.0,12.0,4.0,6.0
2014-339,Brisbane,Hard,28,250,O,20131229,20,N552,2.0,,Kei Nishikori,R,178.0,JPN,24.0,17.0,1915.0,E690,,,Matthew Ebden,R,188.0,AUS,26.092,68.0,706.0,6-2 6-4,3,R16,62.0,1.0,1.0,48.0,27.0,22.0,15.0,9.0,0.0,0.0,3.0,2.0,47.0,26.0,19.0,10.0,9.0,3.0,6.0
2014-339,Brisbane,Hard,28,250,O,20131229,21,F324,1.0,,Roger Federer,R,185.0,SUI,32.392,6.0,4205.0,ME05,,,Marinko Matosevic,R,193.0,AUS,28.392,61.0,774.0,6-1 6-1,3,QF,58.0,9.0,1.0,41.0,25.0,21.0,9.0,7.0,3.0,3.0,3.0,5.0,54.0,30.0,16.0,7.0,7.0,4.0,9.0
2014-339,Brisbane,Hard,28,250,O,20131229,22,CA12,8.0,,Jeremy Chardy,R,188.0,FRA,26.877,34.0,1175.0,G940,,WC,Sam Groth,R,193.0,AUS,26.196,172.0,307.0,7-5 6-4,3,QF,69.0,7.0,0.0,52.0,40.0,34.0,11.0,11.0,2.0,2.0,12.0,1.0,60.0,41.0,32.0,11.0,11.0,3.0,5.0
2014-339,Brisbane,Hard,28,250,O,20131229,23,H432,,,Lleyton Hewitt,R,178.0,AUS,32.843,60.0,780.0,CA99,,Q,Marius Copil,R,191.0,ROU,23.201,147.0,369.0,6-4 6-2,3,QF,72.0,5.0,1.0,48.0,25.0,21.0,15.0,9.0,2.0,3.0,7.0,3.0,59.0,30.0,22.0,9.0,9.0,1.0,5.0
2014-339,Brisbane,Hard,28,250,O,20131229,24,N552,2.0,,Kei Nishikori,R,178.0,JPN,24.0,17.0,1915.0,C977,,,Marin Cilic,R,198.0,CRO,25.251,37.0,1130.0,6-4 5-7 6-2,3,QF,157.0,6.0,2.0,105.0,58.0,45.0,26.0,15.0,14.0,15.0,14.0,11.0,119.0,52.0,38.0,33.0,15.0,12.0,15.0
2014-339,Brisbane,Hard,28,250,O,20131229,25,F324,1.0,,Roger Federer,R,185.0,SUI,32.392,6.0,4205.0,CA12,8.0,,Jeremy Chardy,R,188.0,FRA,26.877,34.0,1175.0,6-3 6-7(3) 6-3,3,SF,116.0,20.0,3.0,95.0,56.0,46.0,23.0,16.0,1.0,1.0,4.0,7.0,86.0,43.0,36.0,21.0,14.0,1.0,3.0
2014-339,Brisbane,Hard,28,250,O,20131229,26,H432,,,Lleyton Hewitt,R,178.0,AUS,32.843,60.0,780.0,N552,2.0,,Kei Nishikori,R,178.0,JPN,24.0,17.0,1915.0,5-7 6-4 6-3,3,SF,150.0,7.0,3.0,102.0,45.0,40.0,30.0,16.0,6.0,7.0,12.0,6.0,101.0,61.0,44.0,20.0,15.0,10.0,12.0
2014-339,Brisbane,Hard,28,250,O,20131229,27,H432,,,Lleyton Hewitt,R,178.0,AUS,32.843,60.0,780.0,F324,1.0,,Roger Federer,R,185.0,SUI,32.392,6.0,4205.0,6-1 4-6 6-3,3,F,127.0,4.0,4.0,101.0,50.0,40.0,26.0,13.0,9.0,10.0,13.0,0.0,86.0,55.0,38.0,14.0,13.0,7.0,11.0
2014-451,Doha,Hard,32,250,O,20140101,1,N409,1.0,,Rafael Nadal,L,185.0,ESP,27.581,1.0,13030.0,R685,,,Lukas Rosol,R,193.0,CZE,28.441,47.0,956.0,6-2 7-6(7),3,R32,104.0,3.0,3.0,76.0,52.0,35.0,14.0,10.0,4.0,5.0,3.0,2.0,84.0,48.0,27.0,19.0,10.0,3.0,6.0
2014-451,Doha,Hard,32,250,O,20140101,2,H528,,,Victor Hanescu,R,198.0,ROU,32.449,80.0,636.0,SH90,,,Joao Sousa,R,185.0,POR,24.758,49.0,934.0,6-3 6-2,3,R32,67.0,11.0,1.0,50.0,35.0,27.0,10.0,9.0,1.0,1.0,1.0,2.0,48.0,31.0,19.0,6.0,8.0,3.0,6.0
2014-451,Doha,Hard,32,250,O,20140101,3,MB02,,,Florian Mayer,R,191.0,GER,30.242,40.0,1065.0,P701,,,Michal Przysiezny,R,185.0,POL,29.875,66.0,730.0,6-2 3-6 7-6(5),3,R32,125.0,6.0,0.0,99.0,64.0,42.0,17.0,14.0,6.0,10.0,8.0,5.0,101.0,57.0,41.0,19.0,15.0,7.0,12.0
2014-451,Doha,Hard,32,250,O,20140101,4,MC10,3.0,,Andy Murray,R,191.0,GBR,26.634,4.0,5790.0,Z367,,WC,Mousa Shanan Zayed,,,QAT,19.817,2129.0,1.0,6-0 6-0,3,R32,37.0,3.0,3.0,32.0,20.0,20.0,4.0,6.0,0.0,0.0,0.0,2.0,34.0,16.0,4.0,5.0,6.0,3.0,9.0
2014-451,Doha,Hard,32,250,O,20140101,5,G628,5.0,,Richard Gasquet,R,183.0,FRA,27.54,9.0,3300.0,HA95,,WC,Karim Hossam,R,,EGY,19.734,338.0,127.0,7-5 6-1,3,R32,68.0,0.0,0.0,51.0,36.0,28.0,7.0,10.0,2.0,5.0,3.0,0.0,49.0,27.0,14.0,9.0,9.0,1.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,6,MC65,,,Gael Monfils,R,193.0,FRA,27.335,31.0,1230.0,G725,,,Santiago Giraldo,R,188.0,COL,26.097,69.0,703.0,7-6(1) 6-2,3,R32,78.0,9.0,3.0,55.0,37.0,32.0,12.0,10.0,0.0,0.0,2.0,0.0,68.0,42.0,27.0,13.0,10.0,7.0,9.0
2014-451,Doha,Hard,32,250,O,20140101,7,BC72,,,Daniel Brands,R,196.0,GER,26.461,54.0,836.0,D402,,,Nikolay Davydenko,R,178.0,RUS,32.583,53.0,890.0,6-4 6-4,3,R32,80.0,8.0,1.0,74.0,54.0,37.0,14.0,10.0,5.0,5.0,0.0,5.0,66.0,51.0,34.0,5.0,10.0,5.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,8,F401,2.0,,David Ferrer,R,175.0,ESP,31.751,3.0,5800.0,D801,,,Alexandr Dolgopolov,R,180.0,UKR,25.15,57.0,825.0,6-3 5-7 6-3,3,R32,124.0,2.0,1.0,92.0,66.0,42.0,13.0,15.0,5.0,9.0,2.0,1.0,98.0,63.0,37.0,15.0,15.0,5.0,11.0
2014-451,Doha,Hard,32,250,O,20140101,9,K839,,,Tobias Kamke,R,178.0,GER,27.617,74.0,663.0,J267,,WC,Malek Jaziri,R,185.0,TUN,29.949,168.0,312.0,6-3 6-4,3,R32,71.0,2.0,2.0,60.0,40.0,28.0,13.0,10.0,5.0,6.0,0.0,5.0,46.0,25.0,22.0,6.0,9.0,0.0,3.0
2014-451,Doha,Hard,32,250,O,20140101,10,K540,,,Lukasz Kubot,R,191.0,POL,31.63,72.0,686.0,G676,,,Daniel Gimeno-Traver,R,183.0,ESP,28.402,77.0,650.0,6-4 6-3,3,R32,79.0,0.0,2.0,62.0,39.0,27.0,11.0,10.0,0.0,2.0,2.0,0.0,59.0,39.0,24.0,9.0,9.0,7.0,11.0
2014-451,Doha,Hard,32,250,O,20140101,11,G858,7.0,,Ernests Gulbis,R,191.0,LAT,25.339,24.0,1393.0,E687,,Q,Daniel Evans,R,175.0,GBR,23.611,150.0,346.0,6-2 4-6 6-0,3,R32,90.0,9.0,3.0,66.0,39.0,30.0,12.0,12.0,2.0,5.0,3.0,5.0,79.0,46.0,18.0,19.0,12.0,6.0,13.0
2014-451,Doha,Hard,32,250,O,20140101,12,K336,,,Ivo Karlovic,R,211.0,CRO,34.842,78.0,647.0,BA47,4.0,,Tomas Berdych,R,196.0,CZE,28.29,7.0,4180.0,7-6(7) 7-6(4),3,R32,107.0,24.0,2.0,83.0,54.0,45.0,17.0,12.0,2.0,2.0,8.0,2.0,74.0,43.0,37.0,20.0,12.0,1.0,1.0
2014-451,Doha,Hard,32,250,O,20140101,13,BA65,,Q,Dustin Brown,R,196.0,JAM,29.065,111.0,506.0,D646,,,Ivan Dodig,R,183.0,CRO,28.997,33.0,1190.0,6-4 6-2,3,R32,56.0,5.0,3.0,47.0,30.0,25.0,10.0,9.0,1.0,2.0,6.0,3.0,58.0,32.0,19.0,10.0,9.0,3.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,14,G967,,Q,Peter Gojowczyk,R,188.0,GER,24.465,162.0,321.0,TB69,,Q,Dominic Thiem,R,185.0,AUT,20.329,139.0,410.0,7-5 6-0,3,R32,65.0,3.0,0.0,53.0,31.0,22.0,17.0,9.0,1.0,1.0,2.0,6.0,55.0,30.0,18.0,9.0,9.0,4.0,8.0
2014-451,Doha,Hard,32,250,O,20140101,15,K435,6.0,,Philipp Kohlschreiber,R,178.0,GER,30.212,22.0,1525.0,A596,,,Pablo Andujar,R,180.0,ESP,27.94,48.0,946.0,7-6(7) 6-2,3,R32,96.0,2.0,4.0,71.0,37.0,25.0,16.0,10.0,4.0,8.0,0.0,5.0,67.0,35.0,19.0,12.0,10.0,3.0,9.0
2014-451,Doha,Hard,32,250,O,20140101,16,V306,8.0,,Fernando Verdasco,L,188.0,ESP,30.13,30.0,1235.0,V254,,,Filippo Volandri,R,183.0,ITA,32.323,71.0,694.0,6-3 6-3,3,R32,67.0,3.0,3.0,57.0,42.0,33.0,6.0,9.0,5.0,6.0,0.0,1.0,55.0,38.0,20.0,8.0,9.0,3.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,17,N409,1.0,,Rafael Nadal,L,185.0,ESP,27.581,1.0,13030.0,K839,,,Tobias Kamke,R,178.0,GER,27.617,74.0,663.0,6-3 6-7(3) 6-3,3,R16,146.0,5.0,0.0,92.0,68.0,50.0,15.0,16.0,1.0,2.0,3.0,6.0,100.0,54.0,39.0,23.0,14.0,9.0,12.0
2014-451,Doha,Hard,32,250,O,20140101,18,G858,7.0,,Ernests Gulbis,R,191.0,LAT,25.339,24.0,1393.0,K540,,,Lukasz Kubot,R,191.0,POL,31.63,72.0,686.0,6-2 4-6 6-3,3,R16,129.0,12.0,3.0,87.0,64.0,44.0,14.0,14.0,3.0,5.0,1.0,3.0,105.0,65.0,38.0,21.0,13.0,12.0,16.0
2014-451,Doha,Hard,32,250,O,20140101,19,BA65,,Q,Dustin Brown,R,196.0,JAM,29.065,111.0,506.0,K336,,,Ivo Karlovic,R,211.0,CRO,34.842,78.0,647.0,3-6 7-6(13) 6-4,3,R16,109.0,4.0,4.0,91.0,61.0,47.0,18.0,15.0,0.0,2.0,21.0,3.0,110.0,80.0,61.0,13.0,16.0,4.0,6.0
2014-451,Doha,Hard,32,250,O,20140101,20,G967,,Q,Peter Gojowczyk,R,188.0,GER,24.465,162.0,321.0,K435,6.0,,Philipp Kohlschreiber,R,178.0,GER,30.212,22.0,1525.0,7-6(4) 7-6(7),3,R16,101.0,7.0,0.0,80.0,47.0,36.0,20.0,12.0,1.0,3.0,4.0,0.0,81.0,47.0,32.0,21.0,12.0,0.0,2.0
2014-451,Doha,Hard,32,250,O,20140101,21,H528,,,Victor Hanescu,R,198.0,ROU,32.449,80.0,636.0,V306,8.0,,Fernando Verdasco,L,188.0,ESP,30.13,30.0,1235.0,4-6 7-6(0) 6-2,3,R16,117.0,3.0,0.0,96.0,76.0,57.0,11.0,15.0,3.0,4.0,4.0,4.0,85.0,60.0,42.0,16.0,15.0,1.0,3.0
2014-451,Doha,Hard,32,250,O,20140101,22,MB02,,,Florian Mayer,R,191.0,GER,30.242,40.0,1065.0,MC10,3.0,,Andy Murray,R,191.0,GBR,26.634,4.0,5790.0,3-6 6-4 6-2,3,R16,112.0,4.0,1.0,87.0,57.0,38.0,19.0,14.0,7.0,10.0,5.0,3.0,83.0,45.0,28.0,21.0,13.0,5.0,9.0
2014-451,Doha,Hard,32,250,O,20140101,23,MC65,,,Gael Monfils,R,193.0,FRA,27.335,31.0,1230.0,G628,5.0,,Richard Gasquet,R,183.0,FRA,27.54,9.0,3300.0,6-2 7-5,3,R16,63.0,9.0,2.0,53.0,37.0,32.0,8.0,10.0,0.0,1.0,0.0,1.0,59.0,51.0,28.0,6.0,10.0,3.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,24,BC72,,,Daniel Brands,R,196.0,GER,26.461,54.0,836.0,F401,2.0,,David Ferrer,R,175.0,ESP,31.751,3.0,5800.0,6-4 7-5,3,R16,75.0,5.0,0.0,57.0,42.0,33.0,10.0,11.0,2.0,3.0,2.0,1.0,66.0,48.0,31.0,9.0,11.0,4.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,25,N409,1.0,,Rafael Nadal,L,185.0,ESP,27.581,1.0,13030.0,G858,7.0,,Ernests Gulbis,R,191.0,LAT,25.339,24.0,1393.0,7-5 6-4,3,QF,115.0,3.0,0.0,72.0,58.0,37.0,9.0,11.0,3.0,5.0,9.0,3.0,72.0,45.0,33.0,10.0,11.0,4.0,8.0
2014-451,Doha,Hard,32,250,O,20140101,26,G967,,Q,Peter Gojowczyk,R,188.0,GER,24.465,162.0,321.0,BA65,,Q,Dustin Brown,R,196.0,JAM,29.065,111.0,506.0,6-3 3-6 7-6(5),3,QF,117.0,4.0,2.0,110.0,60.0,41.0,24.0,15.0,11.0,15.0,9.0,4.0,110.0,70.0,43.0,19.0,15.0,4.0,8.0
2014-451,Doha,Hard,32,250,O,20140101,27,MB02,,,Florian Mayer,R,191.0,GER,30.242,40.0,1065.0,H528,,,Victor Hanescu,R,198.0,ROU,32.449,80.0,636.0,6-4 6-7(8) 6-4,3,QF,135.0,4.0,3.0,99.0,58.0,40.0,25.0,16.0,4.0,6.0,6.0,2.0,111.0,84.0,55.0,12.0,16.0,7.0,11.0
2014-451,Doha,Hard,32,250,O,20140101,28,MC65,,,Gael Monfils,R,193.0,FRA,27.335,31.0,1230.0,BC72,,,Daniel Brands,R,196.0,GER,26.461,54.0,836.0,6-2 6-1,3,QF,49.0,6.0,2.0,42.0,32.0,27.0,5.0,8.0,0.0,0.0,2.0,0.0,42.0,29.0,15.0,4.0,7.0,3.0,7.0
2014-451,Doha,Hard,32,250,O,20140101,29,N409,1.0,,Rafael Nadal,L,185.0,ESP,27.581,1.0,13030.0,G967,,Q,Peter Gojowczyk,R,188.0,GER,24.465,162.0,321.0,4-6 6-2 6-3,3,SF,120.0,5.0,2.0,72.0,46.0,35.0,11.0,13.0,1.0,4.0,1.0,4.0,84.0,46.0,29.0,17.0,14.0,10.0,16.0
2014-451,Doha,Hard,32,250,O,20140101,30,MC65,,,Gael Monfils,R,193.0,FRA,27.335,31.0,1230.0,MB02,,,Florian Mayer,R,191.0,GER,30.242,40.0,1065.0,6-3 6-2,3,SF,55.0,9.0,4.0,50.0,38.0,29.0,5.0,9.0,1.0,2.0,1.0,1.0,52.0,35.0,19.0,7.0,8.0,6.0,10.0
2014-451,Doha,Hard,32,250,O,20140101,31,N409,1.0,,Rafael Nadal,L,185.0,ESP,27.581,1.0,13030.0,MC65,,,Gael Monfils,R,193.0,FRA,27.335,31.0,1230.0,6-1 6-7(5) 6-2,3,F,120.0,2.0,0.0,82.0,63.0,46.0,16.0,14.0,4.0,5.0,13.0,4.0,87.0,63.0,42.0,11.0,13.0,6.0,11.0
2014-891,Chennai,Hard,28,250,O,20140101,1,B896,,,Benjamin Becker,R,178.0,GER,32.545,79.0,637.0,R782,,,Julian Reister,R,188.0,GER,27.751,86.0,612.0,6-4 2-1 RET,3,R32,50.0,4.0,2.0,29.0,17.0,13.0,8.0,6.0,0.0,1.0,1.0,2.0,46.0,28.0,15.0,9.0,7.0,2.0,5.0
2014-891,Chennai,Hard,28,250,O,20140101,2,R613,7.0,,Edouard Roger-Vasselin,R,185.0,FRA,30.094,52.0,908.0,R772,,,Albert Ramos-Vinolas,L,188.0,ESP,25.958,83.0,617.0,6-1 6-3,3,R32,71.0,2.0,2.0,53.0,37.0,23.0,11.0,8.0,2.0,3.0,1.0,5.0,55.0,30.0,18.0,6.0,8.0,5.0,10.0
2014-891,Chennai,Hard,28,250,O,20140101,3,V708,,,Jiri Vesely,L,198.0,CZE,20.479,85.0,616.0,N480,,WC,Jeevan Nedunchezhiyan,L,173.0,IND,25.199,314.0,141.0,7-5 6-2,3,R32,83.0,5.0,6.0,57.0,32.0,24.0,14.0,10.0,2.0,4.0,0.0,3.0,58.0,35.0,16.0,13.0,10.0,1.0,6.0
2014-891,Chennai,Hard,28,250,O,20140101,4,SC56,,,Dudi Sela,R,175.0,ISR,28.745,73.0,681.0,L797,,,Lukas Lacko,R,188.0,SVK,26.163,81.0,625.0,6-4 6-2,3,R32,87.0,2.0,1.0,67.0,42.0,29.0,14.0,9.0,5.0,6.0,4.0,6.0,77.0,46.0,26.0,15.0,9.0,6.0,10.0
2014-891,Chennai,Hard,28,250,O,20140101,5,BH09,,,Aljaz Bedene,R,183.0,SLO,24.457,95.0,573.0,L949,,Q,Henri Laaksonen,R,185.0,SUI,21.755,244.0,191.0,6-3 5-7 7-6(0),3,R32,149.0,8.0,3.0,111.0,66.0,50.0,27.0,17.0,6.0,7.0,4.0,8.0,107.0,60.0,48.0,20.0,16.0,5.0,6.0
2014-891,Chennai,Hard,28,250,O,20140101,6,K596,,Q,Alexander Kudryavtsev,R,183.0,RUS,28.183,270.0,170.0,BD06,8.0,,Roberto Bautista Agut,R,183.0,ESP,25.717,58.0,810.0,6-4 3-6 6-3,3,R32,107.0,0.0,1.0,84.0,49.0,35.0,21.0,14.0,2.0,4.0,1.0,1.0,86.0,53.0,41.0,13.0,14.0,4.0,7.0
2014-891,Chennai,Hard,28,250,O,20140101,7,BF55,,WC,Yuki Bhambri,R,185.0,IND,21.495,195.0,258.0,CD85,,,Pablo Carreno Busta,R,188.0,ESP,22.475,64.0,739.0,6-4 6-3,3,R32,76.0,2.0,2.0,46.0,23.0,18.0,15.0,9.0,0.0,1.0,3.0,3.0,61.0,35.0,25.0,10.0,10.0,0.0,4.0
2014-891,Chennai,Hard,28,250,O,20140101,8,L575,,,Yen-Hsun Lu,R,180.0,TPE,30.385,65.0,730.0,SF62,,,Tim Smyczek,R,175.0,USA,26.007,89.0,600.0,6-4 6-2,3,R32,73.0,0.0,3.0,51.0,31.0,22.0,8.0,9.0,2.0,5.0,0.0,1.0,61.0,44.0,23.0,4.0,9.0,4.0,10.0
2014-891,Chennai,Hard,28,250,O,20140101,9,PD07,5.0,,Vasek Pospisil,R,193.0,CAN,23.526,32.0,1219.0,E831,,WC,Kyle Edmund,R,188.0,GBR,18.982,376.0,110.0,6-3 7-5,3,R32,81.0,4.0,3.0,63.0,40.0,32.0,15.0,11.0,4.0,4.0,3.0,2.0,61.0,47.0,34.0,4.0,10.0,4.0,6.0
2014-891,Chennai,Hard,28,250,O,20140101,10,G710,6.0,,Marcel Granollers,R,191.0,ESP,27.723,38.0,1110.0,A829,,Q,Radu Albot,R,175.0,MDA,24.14,169.0,311.0,6-4 3-6 6-0,3,R32,140.0,1.0,2.0,69.0,36.0,28.0,17.0,12.0,0.0,2.0,2.0,4.0,105.0,56.0,30.0,26.0,13.0,14.0,19.0
2014-891,Chennai,Hard,28,250,O,20140101,11,RB56,,Q,Ramkumar Ramanathan,R,188.0,IND,19.149,526.0,65.0,D616,,,Somdev Devvarman,R,180.0,IND,28.882,90.0,599.0,4-6 6-3 6-4,3,R32,142.0,6.0,8.0,114.0,59.0,41.0,26.0,15.0,5.0,8.0,2.0,1.0,88.0,57.0,37.0,15.0,14.0,5.0,9.0
