tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2021-499,Delray Beach,Hard,28,250,O,20210104,12,Q941,,Q,Roberto Quiroz,L,193.0,ECU,28.865,293.0,171.0,RC96,,WC,Noah Rubin,R,175.0,USA,24.871,251.0,219.0,7-6(1) 6-3,3,R32,89.0,7.0,2.0,58.0,32.0,24.0,12.0,10.0,1.0,4.0,5.0,6.0,66.0,35.0,24.0,11.0,11.0,2.0,7.0
2021-499,Delray Beach,Hard,28,250,O,20210104,13,HB05,,Q,Christian Harrison,R,180.0,USA,26.604,789.0,22.0,GD64,1.0,,Cristian Garin,R,185.0,CHI,24.6,22.0,2180.0,7-6(3) 6-2,3,R16,90.0,4.0,2.0,63.0,42.0,29.0,13.0,10.0,4.0,6.0,3.0,3.0,71.0,44.0,26.0,11.0,10.0,7.0,11.0
2021-499,Delray Beach,Hard,28,250,O,20210104,14,I186,2.0,,John Isner,R,208.0,USA,35.693,25.0,1850.0,MJ08,,,Thiago Monteiro,L,183.0,BRA,26.598,84.0,820.0,6-4 7-6(4),3,R16,93.0,22.0,1.0,66.0,48.0,41.0,9.0,11.0,0.0,0.0,4.0,2.0,75.0,51.0,40.0,13.0,11.0,3.0,4.0
2021-499,Delray Beach,Hard,28,250,O,20210104,15,N771,,,Cameron Norrie,L,188.0,GBR,25.369,74.0,877.0,ME82,3.0,,Adrian Mannarino,L,180.0,FRA,32.517,34.0,1561.0,6-2 7-5,3,R16,95.0,5.0,5.0,59.0,33.0,25.0,12.0,10.0,2.0,4.0,1.0,3.0,62.0,31.0,17.0,14.0,10.0,3.0,8.0
2021-499,Delray Beach,Hard,28,250,O,20210104,16,HB71,4.0,,Hubert Hurkacz,R,196.0,POL,23.896,35.0,1518.0,GE33,,,Daniel Elahi Galan,R,191.0,COL,24.548,115.0,606.0,6-2 6-2,3,R16,59.0,5.0,0.0,43.0,26.0,21.0,13.0,8.0,1.0,1.0,4.0,1.0,51.0,31.0,19.0,6.0,8.0,3.0,7.0
2021-499,Delray Beach,Hard,28,250,O,20210104,17,K0AH,,,Sebastian Korda,R,196.0,USA,20.501,119.0,566.0,PL56,5.0,,Tommy Paul,R,185.0,USA,23.636,52.0,1080.0,4-6 6-3 6-2,3,R16,128.0,3.0,2.0,87.0,58.0,36.0,18.0,13.0,9.0,11.0,2.0,4.0,83.0,55.0,34.0,12.0,14.0,1.0,6.0
2021-499,Delray Beach,Hard,28,250,O,20210104,18,ML57,,,Gianluca Mager,R,188.0,ITA,26.094,101.0,733.0,Q927,6.0,,Sam Querrey,R,198.0,USA,33.246,56.0,1065.0,7-6(8) 6-1,3,R16,82.0,4.0,8.0,86.0,54.0,42.0,14.0,10.0,7.0,8.0,10.0,4.0,65.0,34.0,26.0,10.0,9.0,1.0,4.0
2021-499,Delray Beach,Hard,28,250,O,20210104,19,TD51,8.0,,Frances Tiafoe,R,188.0,USA,22.957,62.0,1005.0,F811,,,Bjorn Fratangelo,R,183.0,USA,27.463,274.0,195.0,6-4 3-6 6-1,3,R16,109.0,6.0,7.0,85.0,48.0,40.0,16.0,13.0,5.0,7.0,3.0,2.0,81.0,47.0,33.0,15.0,13.0,2.0,6.0
2021-499,Delray Beach,Hard,28,250,O,20210104,20,Q941,,Q,Roberto Quiroz,L,193.0,ECU,28.865,293.0,171.0,K336,,,Ivo Karlovic,R,211.0,CRO,41.851,148.0,444.0,6-2 6-4,3,R16,59.0,4.0,0.0,41.0,31.0,28.0,8.0,9.0,0.0,0.0,7.0,4.0,46.0,31.0,24.0,5.0,9.0,2.0,5.0
2021-499,Delray Beach,Hard,28,250,O,20210104,21,K0AH,,,Sebastian Korda,R,196.0,USA,20.501,119.0,566.0,I186,2.0,,John Isner,R,208.0,USA,35.693,25.0,1850.0,6-3 4-6 6-3,3,QF,111.0,5.0,4.0,81.0,49.0,40.0,19.0,14.0,5.0,6.0,13.0,1.0,83.0,60.0,39.0,12.0,14.0,4.0,7.0
2021-499,Delray Beach,Hard,28,250,O,20210104,22,HB71,4.0,,Hubert Hurkacz,R,196.0,POL,23.896,35.0,1518.0,Q941,,Q,Roberto Quiroz,L,193.0,ECU,28.865,293.0,171.0,6-4 6-4,3,QF,85.0,2.0,1.0,54.0,39.0,29.0,8.0,10.0,2.0,3.0,2.0,1.0,68.0,43.0,28.0,10.0,10.0,7.0,10.0
2021-499,Delray Beach,Hard,28,250,O,20210104,23,N771,,,Cameron Norrie,L,188.0,GBR,25.369,74.0,877.0,TD51,8.0,,Frances Tiafoe,R,188.0,USA,22.957,62.0,1005.0,6-0 3-6 6-4,3,QF,133.0,7.0,4.0,78.0,49.0,37.0,12.0,12.0,9.0,11.0,6.0,1.0,96.0,58.0,38.0,16.0,13.0,12.0,17.0
2021-499,Delray Beach,Hard,28,250,O,20210104,24,HB05,,Q,Christian Harrison,R,180.0,USA,26.604,789.0,22.0,ML57,,,Gianluca Mager,R,188.0,ITA,26.094,101.0,733.0,7-6(2) 6-4,3,QF,94.0,2.0,4.0,69.0,47.0,39.0,12.0,11.0,3.0,4.0,5.0,6.0,83.0,45.0,34.0,18.0,11.0,9.0,11.0
2021-499,Delray Beach,Hard,28,250,O,20210104,25,HB71,4.0,,Hubert Hurkacz,R,196.0,POL,23.896,35.0,1518.0,HB05,,Q,Christian Harrison,R,180.0,USA,26.604,789.0,22.0,7-6(4) 6-4,3,SF,97.0,7.0,1.0,70.0,44.0,30.0,15.0,11.0,2.0,3.0,5.0,4.0,70.0,46.0,29.0,13.0,11.0,3.0,5.0
2021-499,Delray Beach,Hard,28,250,O,20210104,26,K0AH,,,Sebastian Korda,R,196.0,USA,20.501,119.0,566.0,N771,,,Cameron Norrie,L,188.0,GBR,25.369,74.0,877.0,6-3 7-5,3,SF,81.0,6.0,4.0,60.0,36.0,29.0,11.0,11.0,0.0,2.0,3.0,5.0,56.0,35.0,25.0,7.0,10.0,2.0,6.0
2021-499,Delray Beach,Hard,32,250,O,20210104,27,HB71,4.0,,Hubert Hurkacz,R,196.0,POL,23.896,35.0,1518.0,K0AH,,,Sebastian Korda,R,196.0,USA,20.501,119.0,566.0,6-3 6-3,3,F,71.0,4.0,0.0,50.0,38.0,27.0,7.0,9.0,0.0,1.0,1.0,5.0,55.0,33.0,20.0,9.0,9.0,1.0,5.0
2021-9426,Antalya,Hard,32,250,O,20210105,1,BK40,1.0,,Matteo Berrettini,R,196.0,ITA,24.734,10.0,3085.0,KI48,,WC,Ergi Kirkin,R,180.0,TUR,21.941,446.0,83.0,6-0 6-4,3,R32,56.0,8.0,2.0,39.0,26.0,24.0,8.0,8.0,0.0,0.0,0.0,4.0,49.0,23.0,11.0,13.0,8.0,1.0,5.0
2021-9426,Antalya,Hard,32,250,O,20210105,2,GB88,2.0,,David Goffin,R,180.0,BEL,30.081,16.0,2555.0,H996,,,Pierre-Hugues Herbert,R,188.0,FRA,29.804,83.0,822.0,3-6 7-5 6-0,3,R32,122.0,3.0,1.0,86.0,48.0,33.0,15.0,13.0,2.0,7.0,7.0,4.0,99.0,64.0,37.0,13.0,14.0,11.0,19.0
2021-9426,Antalya,Hard,32,250,O,20210105,3,F510,3.0,,Fabio Fognini,R,178.0,ITA,33.621,17.0,2400.0,V0B2,,Q,Michael Vrbensky,R,,CZE,21.029,311.0,148.0,6-4 7-6(4),3,R32,99.0,0.0,4.0,68.0,42.0,33.0,11.0,11.0,0.0,2.0,6.0,0.0,79.0,45.0,30.0,14.0,11.0,7.0,10.0
2021-9426,Antalya,Hard,32,250,O,20210105,4,DH58,4.0,,Alex de Minaur,R,183.0,AUS,21.884,23.0,1860.0,J267,,,Malek Jaziri,R,185.0,TUN,36.961,249.0,220.0,6-2 6-1,3,R32,61.0,2.0,1.0,36.0,17.0,14.0,15.0,7.0,0.0,0.0,3.0,4.0,56.0,25.0,12.0,11.0,8.0,5.0,10.0
2021-9426,Antalya,Hard,32,250,O,20210105,5,SL28,5.0,,Jan-Lennard Struff,R,193.0,GER,30.7,37.0,1450.0,K09F,,Q,Pavel Kotov,R,191.0,RUS,22.133,269.0,205.0,6-4 6-3,3,R32,87.0,3.0,2.0,64.0,33.0,21.0,17.0,9.0,5.0,7.0,2.0,1.0,71.0,41.0,25.0,11.0,10.0,7.0,12.0
2021-9426,Antalya,Hard,32,250,O,20210105,6,BG23,6.0,,Nikoloz Basilashvili,R,185.0,GEO,28.868,40.0,1395.0,A622,,,Andrea Arnaboldi,L,180.0,ITA,33.027,267.0,206.0,4-6 7-5 6-1,3,R32,122.0,3.0,4.0,86.0,53.0,36.0,16.0,15.0,1.0,5.0,2.0,1.0,94.0,61.0,36.0,15.0,14.0,11.0,17.0
2021-9426,Antalya,Hard,32,250,O,20210105,7,TA12,,,Stefano Travaglia,R,185.0,ITA,29.024,75.0,869.0,KI95,7.0,,Miomir Kecmanovic,R,183.0,SRB,21.35,42.0,1328.0,1-6 6-4 6-0,3,R32,92.0,5.0,3.0,66.0,39.0,26.0,14.0,11.0,0.0,3.0,3.0,2.0,76.0,47.0,27.0,14.0,12.0,4.0,9.0
2021-9426,Antalya,Hard,32,250,O,20210105,8,BK92,8.0,,Alexander Bublik,R,196.0,KAZ,23.554,49.0,1090.0,CE25,,,Salvatore Caruso,R,185.0,ITA,28.057,76.0,858.0,6-3 6-3,3,R32,67.0,8.0,2.0,48.0,33.0,26.0,10.0,9.0,0.0,0.0,0.0,3.0,55.0,33.0,23.0,9.0,9.0,5.0,8.0
2021-9426,Antalya,Hard,32,250,O,20210105,9,A0AB,,Q,Adrian Andreev,R,175.0,BUL,19.652,564.0,52.0,K771,,WC,Marsel Ilhan,R,191.0,TUR,33.572,571.0,51.0,6-4 6-3,3,R32,75.0,0.0,0.0,52.0,41.0,29.0,6.0,9.0,1.0,2.0,1.0,1.0,55.0,44.0,27.0,3.0,10.0,2.0,6.0
2021-9426,Antalya,Hard,32,250,O,20210105,10,CH05,,WC,Altug Celikbilek,R,183.0,TUR,24.329,309.0,150.0,Z09D,,,Kacper Zuk,R,183.0,POL,21.958,262.0,209.0,7-6(7) 7-5,3,R32,109.0,4.0,4.0,85.0,59.0,45.0,14.0,12.0,9.0,10.0,6.0,3.0,86.0,59.0,45.0,11.0,12.0,5.0,7.0
2021-9426,Antalya,Hard,32,250,O,20210105,11,CA12,,,Jeremy Chardy,R,188.0,FRA,33.897,72.0,880.0,A829,,,Radu Albot,R,175.0,MDA,31.151,85.0,817.0,6-3 6-4,3,R32,79.0,5.0,4.0,50.0,35.0,25.0,8.0,10.0,0.0,3.0,3.0,6.0,67.0,46.0,23.0,9.0,9.0,6.0,11.0
2021-9426,Antalya,Hard,32,250,O,20210105,12,GF95,,,Hugo Grenier,R,196.0,FRA,24.789,250.0,220.0,MV14,,Q,Alex Molcan,L,178.0,SVK,23.097,313.0,145.0,7-5 6-4,3,R32,90.0,8.0,3.0,69.0,51.0,37.0,8.0,11.0,5.0,7.0,3.0,2.0,64.0,36.0,25.0,12.0,11.0,5.0,9.0
2021-9426,Antalya,Hard,32,250,O,20210105,13,KI74,,,Nicola Kuhn,R,185.0,GER,20.797,253.0,219.0,BC65,,Q,Matthias Bachinger,R,188.0,GER,33.763,279.0,189.0,3-6 6-3 4-1 RET,3,R32,108.0,2.0,3.0,63.0,37.0,29.0,14.0,11.0,1.0,2.0,7.0,3.0,84.0,50.0,33.0,16.0,12.0,11.0,14.0
2021-9426,Antalya,Hard,32,250,O,20210105,14,KC33,,Q,Dimitar Kuzmanov,R,183.0,BUL,27.441,298.0,166.0,DB63,,,Laslo Djere,R,188.0,SRB,25.596,55.0,1068.0,6-1 3-2 RET,3,R32,65.0,1.0,0.0,33.0,23.0,19.0,6.0,6.0,0.0,0.0,0.0,1.0,51.0,41.0,19.0,6.0,6.0,5.0,8.0
2021-9426,Antalya,Hard,32,250,O,20210105,15,LC11,,,Tristan Lamasine,R,183.0,FRA,27.838,271.0,204.0,GC89,,,Egor Gerasimov,R,196.0,BLR,28.151,78.0,840.0,7-6(6) 6-2,3,R32,91.0,0.0,1.0,69.0,46.0,30.0,13.0,10.0,2.0,4.0,4.0,3.0,73.0,44.0,30.0,10.0,10.0,0.0,4.0
2021-9426,Antalya,Hard,32,250,O,20210105,16,RH24,,,Emil Ruusuvuori,R,188.0,FIN,21.763,87.0,806.0,V708,,,Jiri Vesely,L,198.0,CZE,27.491,67.0,928.0,6-3 7-6(4),3,R32,81.0,1.0,0.0,60.0,47.0,40.0,8.0,11.0,0.0,0.0,9.0,0.0,55.0,36.0,29.0,10.0,10.0,1.0,2.0
2021-9426,Antalya,Hard,32,250,O,20210105,17,BK40,1.0,,Matteo Berrettini,R,196.0,ITA,24.734,10.0,3085.0,KC33,,Q,Dimitar Kuzmanov,R,183.0,BUL,27.441,298.0,166.0,6-2 6-3,3,R16,67.0,4.0,1.0,42.0,28.0,26.0,4.0,8.0,1.0,2.0,1.0,4.0,57.0,28.0,19.0,8.0,9.0,3.0,8.0
2021-9426,Antalya,Hard,32,250,O,20210105,18,GB88,2.0,,David Goffin,R,180.0,BEL,30.081,16.0,2555.0,KI74,,,Nicola Kuhn,R,185.0,GER,20.797,253.0,219.0,6-0 6-2,3,R16,56.0,4.0,1.0,39.0,23.0,21.0,8.0,7.0,0.0,0.0,0.0,1.0,39.0,31.0,14.0,3.0,7.0,0.0,5.0
2021-9426,Antalya,Hard,32,250,O,20210105,19,CA12,,,Jeremy Chardy,R,188.0,FRA,33.897,72.0,880.0,F510,3.0,,Fabio Fognini,R,178.0,ITA,33.621,17.0,2400.0,7-6(4) 6-7(1) 7-6(5),3,R16,173.0,12.0,3.0,124.0,77.0,52.0,23.0,18.0,4.0,9.0,3.0,7.0,125.0,68.0,48.0,27.0,18.0,6.0,11.0
2021-9426,Antalya,Hard,32,250,O,20210105,20,DH58,4.0,,Alex de Minaur,R,183.0,AUS,21.884,23.0,1860.0,A0AB,,Q,Adrian Andreev,R,175.0,BUL,19.652,564.0,52.0,6-3 6-1,3,R16,70.0,2.0,0.0,55.0,36.0,26.0,8.0,8.0,5.0,7.0,1.0,2.0,52.0,35.0,14.0,8.0,8.0,6.0,12.0
2021-9426,Antalya,Hard,32,250,O,20210105,21,SL28,5.0,,Jan-Lennard Struff,R,193.0,GER,30.7,37.0,1450.0,GF95,,,Hugo Grenier,R,196.0,FRA,24.789,250.0,220.0,W/O,3,R16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-9426,Antalya,Hard,32,250,O,20210105,22,BG23,6.0,,Nikoloz Basilashvili,R,185.0,GEO,28.868,40.0,1395.0,CH05,,WC,Altug Celikbilek,R,183.0,TUR,24.329,309.0,150.0,7-6(1) 6-4,3,R16,91.0,3.0,5.0,70.0,35.0,25.0,15.0,11.0,4.0,8.0,4.0,3.0,67.0,37.0,19.0,15.0,11.0,5.0,10.0
2021-9426,Antalya,Hard,32,250,O,20210105,23,BK92,8.0,,Alexander Bublik,R,196.0,KAZ,23.554,49.0,1090.0,LC11,,,Tristan Lamasine,R,183.0,FRA,27.838,271.0,204.0,6-2 6-4,3,R16,97.0,6.0,7.0,82.0,44.0,32.0,17.0,9.0,7.0,8.0,0.0,2.0,70.0,41.0,22.0,14.0,9.0,9.0,13.0
2021-9426,Antalya,Hard,32,250,O,20210105,24,TA12,,,Stefano Travaglia,R,185.0,ITA,29.024,75.0,869.0,RH24,,,Emil Ruusuvuori,R,188.0,FIN,21.763,87.0,806.0,7-6(5) 6-3,3,R16,105.0,2.0,4.0,77.0,42.0,32.0,21.0,11.0,2.0,3.0,2.0,4.0,69.0,47.0,33.0,10.0,10.0,3.0,5.0
2021-9426,Antalya,Hard,32,250,O,20210105,25,BK92,8.0,,Alexander Bublik,R,196.0,KAZ,23.554,49.0,1090.0,BK40,1.0,,Matteo Berrettini,R,196.0,ITA,24.734,10.0,3085.0,7-6(6) 6-4,3,QF,90.0,12.0,3.0,72.0,43.0,33.0,16.0,11.0,5.0,6.0,7.0,3.0,70.0,41.0,32.0,13.0,11.0,4.0,6.0
2021-9426,Antalya,Hard,32,250,O,20210105,26,GB88,2.0,,David Goffin,R,180.0,BEL,30.081,16.0,2555.0,TA12,,,Stefano Travaglia,R,185.0,ITA,29.024,75.0,869.0,6-3 6-2,3,QF,62.0,3.0,2.0,48.0,33.0,27.0,8.0,9.0,0.0,1.0,3.0,3.0,52.0,27.0,17.0,8.0,8.0,7.0,11.0
2021-9426,Antalya,Hard,32,250,O,20210105,27,DH58,4.0,,Alex de Minaur,R,183.0,AUS,21.884,23.0,1860.0,BG23,6.0,,Nikoloz Basilashvili,R,185.0,GEO,28.868,40.0,1395.0,6-2 6-4,3,QF,74.0,1.0,3.0,56.0,35.0,25.0,12.0,9.0,3.0,4.0,2.0,3.0,60.0,36.0,19.0,12.0,9.0,3.0,7.0
2021-9426,Antalya,Hard,32,250,O,20210105,28,CA12,,,Jeremy Chardy,R,188.0,FRA,33.897,72.0,880.0,SL28,5.0,,Jan-Lennard Struff,R,193.0,GER,30.7,37.0,1450.0,4-6 6-2 7-6(8),3,QF,156.0,6.0,5.0,130.0,88.0,57.0,20.0,15.0,18.0,22.0,10.0,6.0,113.0,69.0,49.0,18.0,15.0,4.0,9.0
2021-9426,Antalya,Hard,32,250,O,20210105,29,DH58,4.0,,Alex de Minaur,R,183.0,AUS,21.884,23.0,1860.0,GB88,2.0,,David Goffin,R,180.0,BEL,30.081,16.0,2555.0,6-4 3-6 6-2,3,SF,111.0,2.0,0.0,69.0,39.0,33.0,15.0,13.0,1.0,3.0,4.0,7.0,84.0,42.0,27.0,23.0,14.0,1.0,5.0
2021-9426,Antalya,Hard,32,250,O,20210105,30,BK92,8.0,,Alexander Bublik,R,196.0,KAZ,23.554,49.0,1090.0,CA12,,,Jeremy Chardy,R,188.0,FRA,33.897,72.0,880.0,6-4 6-7(4) 6-3,3,SF,125.0,15.0,11.0,102.0,61.0,48.0,20.0,16.0,9.0,11.0,5.0,4.0,108.0,77.0,50.0,14.0,15.0,6.0,10.0
2021-9426,Antalya,Hard,32,250,O,20210105,31,DH58,4.0,,Alex de Minaur,R,183.0,AUS,21.884,23.0,1860.0,BK92,8.0,,Alexander Bublik,R,196.0,KAZ,23.554,49.0,1090.0,2-0 RET,3,F,7.0,1.0,0.0,8.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,2.0,1.0,0.0,1.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,1,SL08,9.0,,Tennys Sandgren,R,188.0,USA,29.533,50.0,1088.0,SJ55,,WC,John-Patrick Smith,L,188.0,AUS,32.022,318.0,143.0,6-3 5-7 6-4,3,R64,135.0,9.0,1.0,104.0,60.0,39.0,25.0,16.0,11.0,15.0,5.0,1.0,78.0,54.0,41.0,7.0,15.0,4.0,9.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,2,Q927,10.0,,Sam Querrey,R,198.0,USA,33.322,51.0,1085.0,L949,,,Henri Laaksonen,R,185.0,SUI,28.841,136.0,492.0,4-6 7-6(5) 6-0,3,R64,111.0,15.0,5.0,89.0,57.0,44.0,19.0,14.0,4.0,5.0,6.0,2.0,102.0,54.0,34.0,28.0,14.0,4.0,7.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,3,TC61,11.0,,Jordan Thompson,R,183.0,AUS,26.787,52.0,1084.0,ML57,,,Gianluca Mager,R,188.0,ITA,26.171,96.0,770.0,4-6 6-4 6-3,3,R64,119.0,8.0,2.0,84.0,60.0,49.0,10.0,15.0,2.0,3.0,7.0,0.0,88.0,53.0,36.0,19.0,14.0,3.0,5.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,4,MQ75,,PR,Kamil Majchrzak,R,183.0,POL,25.054,109.0,690.0,DB63,12.0,,Laslo Djere,R,188.0,SRB,25.67,56.0,1068.0,6-3 6-4,3,R64,69.0,6.0,2.0,69.0,52.0,39.0,8.0,10.0,5.0,5.0,2.0,0.0,45.0,26.0,18.0,11.0,9.0,0.0,2.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,5,BH09,13.0,,Aljaz Bedene,R,183.0,SLO,31.543,58.0,1055.0,U134,,,Yasutaka Uchiyama,R,183.0,JPN,28.493,106.0,701.0,7-6(5) 7-6(5),3,R64,119.0,8.0,6.0,90.0,45.0,37.0,16.0,12.0,6.0,10.0,6.0,4.0,80.0,44.0,34.0,12.0,12.0,1.0,5.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,6,C882,,,Pablo Cuevas,R,180.0,URU,35.086,70.0,927.0,A596,14.0,,Pablo Andujar,R,180.0,ESP,35.025,59.0,1044.0,6-4 6-2,3,R64,86.0,6.0,2.0,50.0,37.0,30.0,6.0,9.0,3.0,4.0,1.0,3.0,76.0,44.0,26.0,12.0,9.0,8.0,12.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,7,A678,,,Kevin Anderson,R,203.0,RSA,34.71,82.0,825.0,L397,16.0,,Feliciano Lopez,L,188.0,ESP,39.368,63.0,998.0,6-4 7-5,3,R64,89.0,17.0,1.0,61.0,46.0,40.0,6.0,11.0,3.0,3.0,7.0,4.0,73.0,32.0,27.0,20.0,11.0,5.0,7.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,8,A0E2,,,Carlos Alcaraz,R,183.0,ESP,17.747,146.0,464.0,BD80,,,Attila Balazs,R,180.0,HUN,32.348,94.0,779.0,2-2 RET,3,R64,19.0,3.0,0.0,12.0,6.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,10.0,6.0,5.0,3.0,2.0,0.0,0.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,9,CE25,,,Salvatore Caruso,R,185.0,ITA,28.131,76.0,858.0,SA93,,,Andreas Seppi,R,191.0,ITA,36.947,107.0,699.0,7-5 7-6(5),3,R64,109.0,6.0,7.0,73.0,32.0,21.0,23.0,12.0,2.0,6.0,2.0,2.0,80.0,46.0,30.0,16.0,12.0,6.0,11.0
2021-8998,Great Ocean Road Open,Hard,56,250,O,20210201,10,E690,,ALT,Matthew Ebden,R,188.0,AUS,33.185,320.0,141.0,D874,,,Federico Delbonis,L,193.0,ARG,30.327,77.0,851.0,6-3 7-6(6),3,R64,91.0,5.0,2.0,72.0,50.0,38.0,15.0,11.0,1.0,1.0,3.0,5.0,72.0,38.0,29.0,17.0,10.0,3.0,4.0
